True Term Num,Extracted Term Num,TP,Cut Off,Too Long,Split Term,expected,extracted
1,9,1,0,1,1,effective girth,effective girth###graph G###vertices###degree###common cycle###integers k###maximal effective girth###minimal degree###vertex disjoint cycles
1,6,1,0,0,1,periodic,PST###G(C)###ℤ_2^d###π /2###periodic###t_0
1,1,1,0,0,1,M-convex,M-convex###
1,10,1,1,0,1,L-convex,L-convex###dom(g)###∅###g(x)###g(y)###g(x ∨ y)###g(x ∧ y)###r###x + ###x
1,6,1,0,0,1,exchange,involutions###exchange###cycles###distinct###points###provided
5,1,0,0,2,2,elementary of dimension n and depth 0;elementary of dimension n and depth d;elementary of dimension n;projection map;normal,"elementary, dimension, depth, signed set, projection map, inclusion map, sijection, normal"
3,50,2,5,0,2,interlaces;monotone triangle of size n;sign,interlaces###monotone triangle###sign###strict descents###rows###pairs###sum###closed interval###grafting###sequences###integers###size###map###sequence###rows###pairs###sum###strict descents###closed interval###grafting###sequences###integers###size###map###sequence###rows###pairs###sum###strict descents###closed interval###grafting###sequences###integers###size###map###sequence###rows###pairs###sum###strict descents###closed interval###grafting###sequences###integers###size###map###sequence###rows###pairs###sum###
1,8,1,1,0,1,shifted Gelfand-Tsetlin patterns,"shifted Gelfand-Tsetlin patterns###SGT patterns###GT patterns###arrow patterns###order n###(k)###T###d(k,T)"
1,5,0,0,0,0,collapsible,collapse###simplicial complex###free face###maximal face###facet
1,6,0,0,0,0,vertex decomposable,vertex-decomposable###simplex###Δ(v)###Del_Δ(v)###σ###Δ
1,3,1,0,0,1,Simplicial Join,simplicial join###abstract simplicial complexes###simplicial complex
1,5,1,1,0,1,Gröbner basis,Gröbner basis###I###leading term###member###subset
1,5,1,0,0,1,k-piercing,pierceable###k-piercing###neural code###partition###background motif###
1,3,1,0,0,1,inductively k-pierced,inductively k-pierced###neural code###k-pierced code
2,4,1,0,0,1,collapse;collapsible,collapse###simplicial complex###sequence###point
1,3,0,0,0,0,polar complex,simplicial complex Γ()###vertex set###facets###
1,6,1,0,0,1,shellable,shellable###ordering###facets###complex###pure###dimensional
1,5,1,0,0,1,l-system,l-system###codimension###subspace###tensor###multiset
1,3,1,1,0,1,B'-compatible,B'-compatible###B'###A'
1,1,1,0,0,1,Interlacing Family,interlacing family###
1,1,0,1,0,0,r-Riordan array,Riordan array###
1,2,1,1,0,1,r-Catalan triangle,r-Catalan triangle###r
1,1,0,0,1,1,Reduced graph,"Lemma, clusters, partition, exceptional cluster, graph, reduced graph, vertices, ε-regular pair, density"
3,3,2,1,2,3,Kneser graph;stable Kneser graph;stable,Kneser graph###stable Kneser graph###Schrijver graph
1,6,1,0,0,1,independence complex,independence complex###graph###simplicial complex###vertex set###faces###independent sets
2,8,2,0,0,2,partial matching;acyclic,partial matching###poset###underlying graph###Hasse diagram###subset###covers###acyclic###cycle
1,3,1,0,0,1,Schrijver graph,Kneser graph###stable Kneser graph###Schrijver graph
7,12,7,0,0,7,matching tree;free vertex;matching vertex;splitting vertex;root;matching site;splitting site,matching tree###M(G)###connected graph###directed tree###sink###leaf node###matching vertex###free vertex###splitting vertex###root###matching site###splitting site###
3,3,3,0,0,3,alternating end vertex;bipartite end vertex;middle vertex,alternating end vertex###bipartite end vertex###middle vertex
1,10,1,2,0,1,Weyl alternation set,"Weyl alternation set###𝒜(λ,μ)###W###integral weights###𝔤###λ###μ###Weyl###℘###ρ"
1,8,1,1,0,1,"Refine(ϕ,ψ)","Refine###ordered partition###set###subset###Refine(ϕ,ψ)###class###ordered sequence###nonempty classes"
1,5,1,0,1,1,anchor,anchor###Robinsonian similarity###vertex###Robinson ordering###opposite anchors
1,3,1,0,0,1,similarity partition,similarity partition###N(p)###ψ_p###
1,3,0,1,0,0,image zeta function of _n(),zeta function###ordinary generating function###complex variable
1,11,1,0,0,1,T-critical,graph###subgraph###list assignment###L-coloring###ϕ###ψ###V(T)###ϕ-critical###proper subgraph###G'###T-critical
4,12,1,6,0,1,ϕ extends to an L-coloring of G;ϕ-critical;T-critical with respect to the list assignment L;T-critical,T-critical###L-coloring###graph###subgraph###list assignment###V(T)###ϕ###ψ###proper subgraph###extends###induced###shorten
2,2,2,0,0,2,canvas;critical,canvas###critical
1,9,1,1,0,1,S-component,S-component###T###graph###proper subgraph###vertices###edges###incident###V(G') ∖ V(S)###belong to G'
1,5,1,1,0,1,subcanvas,canvas###subcanvas###induced by###2-connected###T[G']
1,7,1,0,0,1,deficiency,plane graph###outer cycle###vertex###internal###number of internal vertices###deficiency###canvas
2,15,2,1,1,2,boundary;quasi-boundary,"boundary###quasi-boundary###canvas###vertices###cofacial###plane graph###outer cycle###2-connected###N(V(G))###B(G)###Q(G)###b(G)###q(G)###T=(G,C,L)###B(T)"
3,4,0,0,5,3,dividing;strong dividing;true dividing;dividing,dividing vertex###strong dividing vertex###true dividing vertex###canvas
2,4,2,0,0,2,0-relaxation;k-relaxation,0-relaxation###(k-1)-relaxation###k-relaxation###regular tripod
1,9,1,0,0,1,Stanley-Reisner ring,"Stanley-Reisner ring###face ring###𝕂[x_1,… ,x_n]###I_Δ###squarefree monomials###x_i_1⋯ x_i_l###𝕂[Δ]###simplicial complex###vertices"
1,5,0,0,1,1,link,link of σ in Δ###lk_Δσ###simplicial complex###τ###Δ###
1,2,1,1,0,1,sequentially Cohen-Macaulay,Cohen-Macaulay###sequentially Cohen-Macaulay
1,2,1,0,0,1,Alexander dual,simplicial complex###Alexander dual
1,4,1,0,0,1,componentwise linear,componentwise linear###graded ideal###linear resolutions###degree
1,9,1,0,0,1,Ferrers graph,Ferrers graph###vertex weighting###real number T###threshold graph###induced 2K_2###neighborhoods###linearly ordered###degree sequences###conjugate
1,11,1,2,0,1,Ferrers invariant,Ferrers invariant###bipartite graph###bipartition###quantity###X###Y###V###E###∏###|X|###|Y|
1,12,1,0,0,1,nilsequence,"nilsequence###filtered###nilpotent Lie group###lattice###discrete co-compact subgroup###left-invariant Riemannian metric###polynomial map###automorphic###Γ-periodic###bounded in magnitude###O_s,δ(1)-Lipschitz###correlates"
1,4,1,0,0,1,N-periodic,nilpotent Lie group###lattice###N-periodic###polynomial map
1,4,1,0,0,1,C-normal,C-normal###matrix###σ###S_n
1,3,1,0,0,1,Γ-distance magic labeling,Γ-distance magic labeling###Γ-distance magic graph###magic constant
3,7,3,0,0,3,capacity;source;sink,network###quadruple###digraph###loops###capacity###source###sink###
5,4,4,1,0,4,decomposable;primitive;primitive element;irreducible element;atom,decomposable###primitive###irreducible element###atom
1,4,1,0,0,1,profile,"profile###(q-1)-uple###(p_1,…,p_q-1)###^q-1"
1,3,1,0,0,1,Apéry element,Apéry element###S###X
1,7,1,1,0,1,standard graded algebra,standard graded algebra###commutative algebra###field###vector space decomposition###algebra###generated###finitely many elements###
1,6,1,1,0,1,Hilbert function,Hilbert function###R###standard graded algebra###R_i###dimension###vector space
1,3,1,0,0,1,outside decomposition,outside decomposition###Young diagram###ribbons
2,12,2,1,1,2,content;subribbon,skew diagram###content###ribbon###subribbon###outside decomposition###edge-connected skew diagram###nest correctly###unique###diagonal translation###furthest left###subribbons###undefined
1,9,1,1,0,1,admissible,admissible###S###colors###red###blue###green###orange###yellow###silver
1,7,0,1,0,0,n-dimensional finite projective space,vector space###finite projective space###points###lines###projective subspaces###incidence###set-theoretical inclusion
1,26,0,8,0,0,(Bounded difference assumption),bounded difference assumption###set###function###sup###substitute###fixed###change###bounded difference###assumption###term###defined term###defined###φ###A###n###R###a_1###a_2###a_n###x_1###x_2###x_n###x_i###x_i'###i###n
3,3,2,0,1,2,partition;parts;multiplicity,partition###multiplicity###partitions
1,8,0,1,0,0,local limit theorem with rate,Gaussian local limit theorem###rate###lim sup###sup###d###g_d###Γ_k###m_k
1,13,0,3,0,0,"(L,R)-quasi-identifying code",quasi-identifying code###graph###triangle-free###identifiable graph###strong induced matching###L###R###vertex###dominated###pair###B_G'###edge###belongs to###
1,29,1,1,0,1,homotopy moves,"homotopy moves###nanophrases###A###x###y###𝒜###B###z###τ###𝒜∖{ A }###xy###𝒜∖{ A , B }###xyz###𝒜∖{A,B}###A,B,C###xBAyCAzCBt###𝒜###xBAyCAzCBt###A,B,C###x,y,z,t###𝒜###|A|###|B|###|C|###|A|=|B|=|C|###| character###| character###| character###| character"
1,4,1,0,0,1,homotopic,homotopic###isomorphism###homotopy moves###inverse
2,3,2,0,0,2,occurrence;classical pattern,classical pattern###occurrence###positions
3,4,2,0,1,3,occurrence;vincular pattern;adjacencies,vincular pattern###occurrence###classical sense###set of adjacencies
1,4,1,0,0,1,composition,composition###integer###sequence###integers###
2,4,1,0,0,1,reduction;i.e.,reduction###permutation###order relations###S_n
1,7,1,0,0,1,dependency graph,dependency graph###random variables###vertex set###edge###disjoint subsets###connected###independent
2,3,0,0,0,0,order;asymptotically equivalent,𝒪(g)###≍###∼
1,3,0,1,1,1,sorted,sort###sorted sequence###increasing order
3,1,0,0,3,3,one-factor;perfect matching;one-factorisation,"one-factor, perfect matching, subgraph, vertex, edge, incident, common, degree, one-factorisation, set, necessary condition, regular, degree, k, K_2m###"
1,7,1,0,0,1,front divisor,front divisor###adjacency matrix###multidigraph###vertex set###partitioned###adjacent###vertices
2,4,2,0,0,2,N-bi-invariant;Gelfand pair,Gelfand pair###N-bi-invariant###convolution###commutative
1,5,0,5,0,0,"The LCM lattice, LCM(M), of a monomial ideal M is the set of least common multiples of minimal generators of M, partially ordered by divisibility.",LCM lattice###monomial ideal###minimal generators###partially ordered###divisibility
2,7,2,1,0,2,alphabet;size,alphabet###Σ###size###set###σ###string###S
3,2,1,0,3,3,i;substring;length,substring###length of the string
3,13,3,1,1,3,suffix tree;label;path label,suffix tree###rooted directed tree###leaves###length###structure###edge###label###concatenate###path label###root###leaf###sign###example
1,2,1,1,0,1,compact suffix tree,compact suffix tree###suffix tree
4,13,2,2,0,2,natural direction;descendant;ancestor;the growth of,suffix tree###direction###root###leaves###directed path###descendant###ancestor###growth###shortest distance###internal node###children###leaf###common prefix
3,4,3,4,1,3,periodic;aperiodic;minimal period,periodic###period###minimal period###aperiodic
1,10,1,0,0,1,ribbon graph polynomial,ribbon graph polynomial###Bollobás-Riordan polynomial###embedded graph###E(G)###r(G)###r(A)###y^n(A)###z^c(A)###f(A)###n(A)
1,8,1,0,0,1,topological transition polynomial,"Q(G, (α, β, γ), t)###topological transition polynomial###R[t]###defined###𝒮( G_m)###medial weight system###G_m###(α, β, γ)"
1,5,1,0,0,1,outerhamiltonian,outerhamiltonian###planar embedding###path###vertices###outer face
1,10,1,0,0,1,diagonal graph,outerhamiltonian graph###hamiltonian path###cutpoints###diagonal graph###connected###indices###sequence###constraints###grafting###intervals
1,3,0,0,1,1,thickness,thickness of a graph###planar graphs###partitioned
1,5,0,1,0,0,random semi-bar k-visibility graph on n vertices,semi-bar k-visibility graph###random graph###semi-bar k-visibility representation###distribution on graphs###𝒢_n^k
9,10,7,0,0,7,matroid;ground set;independent sets;independence augmentation;basis;closed sets;flats;partitioning;rank function,matroid###ground set###independent sets###basis###closed sets###flats###rank function###bounded###monotonic###valuation
3,10,3,0,1,3,loop;isthmus;parallel,loop###matroid###independent set###element###flats###isthmus###basis###nonloop###rank-1 flat###parallel
5,10,4,1,0,4,pointed;the point;loopless;simple;free,matroid###pointed###loop###loopless###simple###parallel elements###free###subset###closed###independent
2,1,0,0,2,2,strong map;pointed,"strong map, function, inverse image, flat, category, matroids, loopless, simple, free matroids, pointed matroids, pointed strong maps"
5,9,4,0,0,4,deletion;embedded;embedding;contraction;minor,matroid###deletion###matroid M ∖ Y###ground set###rank function###embedding###contraction###matroid M/Z###minor
1,8,0,6,0,0,(matroid) quotient,matroid###quotient###M###matroid###N###X###Q###N/X
3,7,2,2,0,2,weak factorization system;fill-in;orthogonal factorization system,weak factorization system###category###morphisms###factor###isomorphisms###orthogonal factorization system###unique
1,8,1,0,0,1,nearly full,functor###nearly full###morphism###image###objects###form###C###D
1,5,1,0,0,1,nearly faithful,monoid###category###functor###nearly faithful###left M-action###
1,2,1,0,0,1,simplification,matroid###simplification
1,11,1,0,0,1,free extension,matroid###free extension###p###X(M)###|X(M)|###|M|###flats###ℱ_M###{|M|}###K###ℋ(M)
2,6,1,0,2,2,weight;optimization problem,nontrivial###downward closed###weight function###optimization problem###maximal member###maximum weight
1,14,1,1,0,1,greedy algorithm,greedy algorithm###pair###Definition###X_0###j###E-X_j###e###X_j∪{e}###e_j+1###maximum weight###X_j+1###B_G###j###Stop
3,15,3,1,0,3,covers;square poset;square functor,partially ordered set###covers###square poset###finite###least element###maximal chain###square functor###functor###category###Sub###sets###inclusions###injective###objects###preserves chain lengths
1,2,1,0,0,1,Stirling derangement,Stirling derangement###Stirling permutation
1,7,1,1,0,1,Good set,good set###vertices###G###degree###neighbors###edge###maximal
2,7,2,1,0,2,good set;maximal,good set###vertices###G###degree###neighbors###edge###maximal
2,2,1,1,0,1,Parikh matrix mapping;Parikh matrices,Parikh matrix###Parikh matrices
1,2,0,0,0,0,ME-equivalence),1-equivalent###ME-equivalent
1,4,1,0,0,1,print,print###word###alphabet###Suppose###
2,4,0,0,0,0,right general print;left general print,_r(w)###_l(w)###_R(w)###_L(w)
2,4,0,0,0,0,right core print;left core print,_R(w)###_L(w)###l_R(w)###l_L(w)
1,5,0,1,1,1,core print characteristic function,core print characteristic function of order r###ζ_r###integer###function###alphabet###
1,12,1,2,0,1,k-spectrum,k-spectrum###word###alphabet###positive integer###set###u###w###|w|_u###|u|###k###Σ^*###ℕ
3,4,3,0,0,3,M-equivalent;M-ambiguous;M-unambiguous,M-equivalent###M-ambiguous###M-unambiguous###C_w
1,2,1,0,0,1,r-isomorphic,r-isomorphic###Freiman isomorphism of order r
3,9,3,2,1,3,rooted tree;root;functional digraph,rooted tree###root###functional digraph###directed cycle###component###Markov chain###digraph###out-degree###vertex###
3,3,3,0,0,3,restricted arc-cut;restricted arc-connectivity;λ'-connected,restricted arc-cut###restricted arc-connectivity###λ'-connected
1,2,1,0,0,1,maximal point,maximal point###ℳ
1,14,1,0,0,1,triple of arrangements,Addition-Deletion###hyperplane arrangement###H_0###triple of arrangements###free###exp()###b_1###b_l-1###b_ℓ###'###exp(')###b_ℓ-1###”###exp(”)
1,10,0,0,0,0,almost,"commutative cancellative semigroup###cardinality###G###(κ,θ)###G↛[κ]_θ^_2###abelian group###[κ]^<ω###colouring###witnessing###(κ,θ)"
1,5,1,0,0,1,direct sum,direct sum###group###sequence###identity###finitely many
2,9,0,2,1,1,Δ-system with root r;head-tail-tail,Δ-system###root###head-tail-tail form###sup###min###x∖ r###x∩ x'###x###x'
1,5,1,0,0,1,condensation,condensation###commtative semigroup###pairwise disjoint sets###family###sum###
1,7,1,0,0,1,canonical labeling,Canonical labeling###symplectic spread-set###operators###bijection###prequasifield###additive bijection###condition
2,16,1,1,0,1,shadow of Σ;shadow,shadow###spread-set###self-adjoint operators###spread###symplectic spread###quadratic form###polarizing###symplectic form###totally singular###DHO-set###associated###Proposition###orthogonal DHO###uniquely determined###orthogonal DHO###spread S
1,2,0,1,0,0,λ-dilation of Σ,twist###dilation
7,1,0,0,0,0,arrows;blanks;up-step;down-step;blank;arrow;arrow;blank;blank;arrow;checkmark,"ϕ, ℬ_2n, p, s_j, t, s_odd, s_even, s_NW, s_SW, ϕ(p), w(p), a, v, b, m"
4,12,4,5,1,4,north-west checkmark sequence;south-west checkmark sequence;checkmark pair;Dyck checkmark pair,Dyck checkmark pair###checkmark pair###north-west checkmark sequence###south-west checkmark sequence###index###arrows###blanks###length###condition###ℕ###h###|s_NW|_↑
1,1,0,0,1,1,minimal,"minimal for 𝒥, 𝒥(G)###"
1,1,0,0,1,1,minimal,"minimal, 𝒥^k_,̣, 𝒥(G), 𝒥()"
1,10,1,0,0,1,planar network of order n,planar network of order n###finite directed acyclic planar graph###sources###sinks###boundary###counterclockwise order###labeled###vertical edges###edges directed from left to right###Figure
1,8,1,0,0,1,weight matrix,weight matrix###planar network###order###n × n matrix###source###sink###empty sums###0###
1,8,0,2,0,0,"(A,B)-minor matrix",minor matrix###entries###minors###matrix###cardinality###ordering###integers###sets###
1,4,1,0,0,1,chain,strongly connected###subnetwork###chain###colored network
1,8,1,0,0,1,strongly connected,strongly connected###dual-colored edge###subnetwork###vertex-disjoint path families###chain###equivalence class###reflexive and transitive closure###colored network
4,1,0,0,4,4,even;odd;evenly chained;closed tour,"even, odd, evenly chained, closed tour, strongly connected, dual-colored edge"
1,5,1,0,0,1,module,module###digraph###vertices###out-neighbours###in-neighbours
2,5,1,1,1,1,directed modular width at most;directed modular width,directed modular width###digraph###partition###modules###directed modular width (D)
2,25,0,6,0,0,directed clique width;Directed clique-width k-expressions,"CLW_k###D_1⊕ D_2###CLW_k###D_1###V_1,E_1,lab_1###CLW_k###D_2###V_2,E_2,lab_2###CLW_k###D_1⊕ D_2###CLW_k###D###V,E,lab###CLW_k###ρ_i→ jD###V,E,lab'###CLW_k###D###V,E,lab###CLW_k###α_i,jD###CLW_k###D###V,E,lab###CLW_k###"
2,25,2,7,0,2,N-colouring;N-colouring;N-dichromatic number,N-colouring###k###D###digraph###assignment###N###V(D)###ℕ###positive integers###vertices###lists###cv###[k]###colours###vertex###VD###directed cycle###C###i###[k]###N-dichromatic number###χ⃗_N(D)###minimum k###colours###exists
3,19,1,5,5,3,directed path decomposition;bags;width,"digraph###directed path###βVP→ 2^VD###directed subpath###βP'=⋃_t∈ V(P')βt###directed path decomposition###D###⋃_t∈ V(P)βt=VD###βPt,βt'P###directed separation###B_vt∈VPv∈βt###bags of P,β###width of P,β###widthP,β=max_t∈ V(P)βt-1###directed pathwidth of D###D###minimum width###algorithm###time complexity###"
3,11,2,0,1,3,n-w-evaluation;n-w-width;n-w-directed pathwidth,n-w-evaluation function###n-w-width###n-w-directed pathwidth###directed graph###weight functions###vertices###directed path decomposition###guard###max###sum###minimum
1,9,1,0,0,1,cycle-rank,cycle-rank###digraph###crD###directed cycle###strongly connected###V(D)###crD-v###strongly connected component###crH
3,3,2,0,1,3,n-w-σ-evaluation;n-w-rank;n-w-cycle-rank,n-w-σ-evaluation function###n-w-rank###n-w-cycle-rank
1,5,1,1,0,1,theta graph,theta graph###vertices###internally disjoint paths###edge lengths###graph###
1,4,0,0,1,1,fundamental,basis###matroid###local tropical linear space###fundamental circuit
1,5,0,0,0,0,"(Bayer, Fine, Klapper)","Eulerian poset###non-commutative polynomial###variables###Φ_P(c,d)###Ψ_P(a,b)"
1,4,1,0,0,1,line shelling,polytope###boundary complex###shellable###line shelling
1,9,0,1,0,0,(The Dehn-Sommerville Equations),Dehn-Sommerville Equations###boundary complex###simplicial d-polytope###h(∂ P)###h_0###h_1###h_d###h_i###1 ≤ i ≤d/2
1,8,0,1,0,0,(McMullen's Upper Bound Theorem),McMullen's Upper Bound Theorem###d-polytope###vertices###integers###polytope###C_d(k)###f_n-1###h_n
1,8,0,2,0,0,(The Generalized Lower Bound Theorem),Generalized Lower Bound Theorem###simplicial d-polytope###h_0(P)###h_1(P)###h_*d/2###integer###r###(r-1)-stacked
1,7,0,1,0,0,(The Generalized Dehn-Sommerville Equations),"Eulerian poset###rank###h(P ∖{1}, x)###h_0###h_1###h_d###i"
1,2,0,0,0,0,(Bayer and Ehrenborg),h-polynomial###g-polynomial
2,6,2,0,0,2,partially ordered set;poset,partially ordered set###poset###binary relation###Reflexivity###Antisymmetry###Transitivity
1,2,1,0,0,1,covers,covers###⋖
1,2,1,0,0,1,interval,interval###poset
2,2,2,0,0,2,graded;rank,rank###graded
1,5,1,0,0,1,Eulerian,Eulerian###finite graded poset###interval###odd rank###even rank
1,4,1,2,0,1,S-rank selected subposet,P_S###S-rank selected subposet###P###S
1,10,1,1,0,1,flag f-vector,f-vector###flag f-vector###P###function###α_P###2^[n]###ℤ###α_P (S)###number of maximal chains###P_S
1,10,1,1,0,1,flag h-vector,h-vector###flag h-vector###P###function###β_P###2^[n]###ℤ###∑_T⊆ S###(-1)^#(S ∖ T)###α_P(T)
1,7,1,0,0,1,ab-index,ab-index###graded poset###rank###generating function###Ψ_P###β_P###u_S
1,6,1,0,0,1,flag polynomial,flag polynomial###graded poset###rank###flag coefficient###subset###u_S
1,4,1,0,0,1,polytopal complex,polytopal complex###empty face###proper faces###face
2,14,2,0,0,2,shellable;shelling,shellable###polytopal complex###linear order###facets###boundary complex###shelling###intersection###beginning segment###recursive definition###dimensional###pure###0-dimensional###grafting###intervals###
2,7,2,1,1,2,cell;open cell,space###cell###dimension###homeomorphic###closed ball###open cell###IntB^n
1,11,1,0,0,1,CW complex,CW complex###topological space###open cells###Hausdorff###continuous map###homeomorphism###IntB^n###∂ B^n###weak topology###open###closed###
1,4,1,0,0,1,join,join###poset###P###Q
1,4,1,0,0,1,suspension,boolean algebra of rank two###poset###suspension###Σ P
2,5,2,1,0,2,near-Eulerian;semisuspension,near-Eulerian###rank###Eulerian###coatom###semisuspension
1,13,1,0,0,1,spherically shellable,spherically shellable###empty###linear order###facets###boundary complex###shelling###closure###subcomplex###previously shelled facets###near-Eulerian###CW-complex###initial facet###semisuspension
1,6,1,0,0,1,order complex,simplicial complex###order complex###poset###vertices###nondegenerate chains###k-simplex###
2,1,0,0,2,2,star;link,"star, link###"
1,6,1,0,0,1,Gorenstein,Gorenstein###real homology sphere###dimension###real reduced homology###simplex###link
1,5,0,1,0,0,near-Gorenstein,Gorenstein###homology ball###boundary###dimension###link
2,6,2,0,0,2,boundary;interior,near-Eulerian poset###semisuspension###coatom###boundary###Eulerian###interior
1,5,0,1,0,0,near-Gorenstein*,near-Gorenstein###posets###Δ (P)###Δ(∂ P)###near-Gorenstein complex
1,2,1,1,0,1,local flag polynomial,local flag polynomial###P###
1,6,1,0,0,1,subdivision,subdivision###surjective###order preserving map###CW complex###dimension###interior cells
1,3,1,0,0,1,strong Eulerian subdivision,strong Eulerian subdivision###near-Eulerian poset###rank
1,6,0,0,3,1,Gorenstein*,Gorenstein* subdivision map###Gorenstein* posets###rank###surjective###order preserving map###near-Gorenstein* poset###
2,5,2,0,0,2,carrier;carried,Gorenstein###simplicial###Eulerian###carrier###carried
1,6,1,1,0,1,skeletal posets,Eulerian subdivision###rank###Eulerian posets###skeletal posets###poset###order relation###
4,5,0,0,5,4,old;new;switches;mixed;switches,old flag###new flag###switches at rank m###mixed flag###switches at rank m
1,5,1,0,0,1,pyramid,poset###pyramid###partial order###rank function###rank
1,6,1,0,0,1,triangulation,triangulation###simplicial polytope###subdivision###simplex###combinatorially isomorphic###simplicial complexes###
2,3,2,0,1,2,stacked polytope;stack subdivision,stacked polytope###(r-1)-stacked polytope###stack subdivision
1,3,1,0,0,1,k-shellably triangulizable,k-shellably triangulizable###shellable d-ball###d-simplices
1,7,1,1,0,1,g-polynomial,Eulerian poset###g-polynomial###rank###ℤ[x]###polynomial###degree###ρ(σ)
1,8,1,1,0,1,h-polynomial,"h-polynomial###lower Eulerian poset###rank###polynomial###ℤ[x]###∑_σ∈ P###g(σ, x)###ρ(σ)"
1,3,1,0,0,1,toric h-vector,Eulerian poset###rank###toric h-vector
1,5,1,1,0,1,strongly surjective,strongly surjective###order preserving###rank increasing###lower Eulerian posets###surjective###
1,12,1,0,0,1,strong formal subdivision,strong formal subdivision###lower Eulerian posets###order preserving###rank increasing###strongly surjective function###Γ###Π###z###x###ϕ###ρ_Π###ρ_Γ
1,7,1,1,0,1,local h-polynomial,"strong formal subdivision###lower Eulerian###Eulerian###local h-polynomial###polynomial###h(Γ, x)###∑_σ∈Πℓ_σ(Γ_σ, x) g(σ, x)"
6,14,0,3,0,0,addible towards u;addible outwards u;with respect to ';A-transformation;towards;outwards,vertex###graph###set###edges###incident###path decomposition###subset###addible###admits###path decomposition###transformation###notation###k###ux_1-transformation
1,13,1,2,0,1,Fan subgraph,Fan subgraph###graph###subgraph###components###null graph###star###center###leaves###vertices###even vertices###odd vertices###neighbor###triangle
1,10,0,0,1,1,MSTD fringe pair,"MSTD fringe pair of order k###(A, B)###(A, B; k)###order###subsets###[0,k]###0###(A+A)###(B+B)###(A+B)"
1,8,1,2,0,1,minimal MSTD fringe pair,minimal MSTD fringe pair###MSTD fringe pair###A###B###k###A'###B'###k'
2,3,2,0,0,2,rich MSTD set;order,rich MSTD set###MSTD fringe pair###order
2,2,0,0,2,2,k-semi-rich;prefix,k-semi-rich set###prefix (A;k)
1,6,1,0,0,1,k-affluent,"k-affluent###subset###S###[0, n]###S+S###S - S"
1,13,1,1,0,1,fringe pair,fringe pair###order k###subsets###partial order###A###B###k###A'###B'###k'###A+A###B+B###A+B
4,6,4,2,0,4,coloring;proper;ascent;chromatic quasisymmetric function,coloring###proper###ascent###chromatic quasisymmetric function###G###q
2,1,0,0,1,1,k-balanced;k-balanced chromatic quasisymmetric function,"k-balanced, oriented graph, vertex set, undirected cycle, acyclic, proper coloring, acyclic orientation, chromatic quasisymmetric function"
1,6,1,0,0,1,unicellular graph LLT polynomial,unicellular graph LLT polynomial###directed graph###loops###multiple edges###vertex set###colorings
1,8,0,2,0,0,vertical strip graph LLT polynomial,LLT polynomial###directed graph###vertex set###subset###edges###vertical strip graph###colorings###directed edge
2,7,1,2,1,2,generic;matroid quasisymmetric function,matroid###ground set###bases###M-generic###function###injective###matroid quasisymmetric function###
3,4,1,0,3,3,locating-dominating;optimal;location-domination number,locating-dominating code###optimal locating-dominating code###codewords###location-domination number
3,3,1,0,3,3,self-locating-dominating;optimal;self-location-domination number,self-locating-dominating code###optimal self-locating-dominating code###self-location-domination number
3,1,0,0,3,3,solid-locating-dominating;optimal;solid-location-domination number,"solid-locating-dominating, G, I(C;u), V, optimal, codewords, solid-location-domination number###"
1,6,1,0,0,1,pseudoclique,pseudoclique###subset###element###permutes###pair###stabilizing
2,2,2,0,0,2,distinguishing set partition;distinguishing partition,distinguishing partition###distinguishing set partition
1,5,1,0,0,1,consumes,consumes###subgroup###partition###weight###distinguishes
1,17,1,0,0,1,λ-extremal,"λ-extremal###partition###V###V_0###V_1###V_2###n-vertex directed graph###edge-colored graph###edge set###e_G⃗(V_i, V_i+1)###number of edges###(G, c)###directed graph###associated with###contexts###said to be###for G⃗ or (G, c)"
1,6,1,2,0,1,j-special,j-special###U_j^###U_j-1###E###typical###special
1,4,1,1,0,1,elementary cycle,elementary cycle###backward arc###vu-path###T
1,7,1,1,0,1,underlying backward graph,backward graph###connected subdigraph###undirected graph###vertex set###edge set###underlying backward graph###relative to T
3,4,1,2,0,1,i-th generation;i-th level;length,generation###level###longest path###length
1,7,1,0,0,1,backward spine,backward spine###DFS tree###strongly connected digraph###generations###backward arc###vertex set###edge set
1,6,1,1,0,1,condensation graph,condensation graph###vertex set###backward arc###arc###graph###lemma
1,3,1,0,0,1,Cube representation,separating family###cube representation###matrix representation
1,43,1,8,0,1,matrix representation,matrix representation###enumeration###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of
1,3,1,0,0,1,equivalent,equivalent###complement###permute
1,4,1,0,0,1,cube representation,cube representation###separating family###column vectors###matrix representation
1,7,1,1,0,1,separable,separable###subsets###A###[k]###A ∩ B_i###A^c###[n]
1,8,1,2,0,1,n-separating,n-separating###separable collection###A###A ∩ B_i###A^c ∩ B_i###i###[k]###ℱ
1,1,1,0,0,1,"(i,j)-separating","(i,j)-separating###"
1,7,1,1,0,1,splitting family,splitting family###subsets###[k]###A###B###⌊|B|/2⌋###⌈|B|/2⌉
1,3,1,0,0,1,splittable,splittable###subsets###splits
