,term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def,diff_tokens
192,$k$-tensor;$(i_{1,"[$k$-Tensor]\label{Rank $k$ Tensor}
For $k\geq 2$, a \textit{$k$-tensor} with entries in $\Z$ is a function \[
   T:\{1,...,d\}^{k}\longrightarrow \Z. 
	\] We refer to the number $k$ as the order of the tensor $T$. We denote by $T_{i_{1}\cdots i_{k}}$ the image of $(i_{1},...,i_{k})$ under $T$. We call $T_{i_{1}\cdots i_{k}}$ the \textit{$(i_{1} ,...,i_{k})$-entry} of $T$.
",/home/shufan/que_tex/Extensibility.tex,definition + \textit{},"[k-Tensor]
For k≥ 2, a k-tensor with entries in  is a function 
    T:{1,...,d}^k⟶.
 We refer to the number k as the order of the tensor T. We denote by T_i_1⋯ i_k the image of (i_1,...,i_k) under T. We call T_i_1⋯ i_k the (i_1 ,...,i_k)-entry of T.
",k-tensor;(i_1,"[k-Tensor]
For k≥ 2, a B_MATH_TERM with entries in  is a function 
    T:{1,...,d}^k⟶.
 We refer to the number k as the order of the tensor T. We denote by T_i_1⋯ i_k the image of (i_1,...,i_k) under T. We call T_i_1⋯ i_k the B_MATH_TERM ,...,i_k)-entry ofT.",O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O,True
214,extremal entropy of $\mathcal{P,"[Relative entropy]
Let $\mathcal{P}$ be a property of $k$-colourings of complete graphs 
%that is monotone with respect to colour $i$.
and let $t \in (2^{[k]}\setminus \{\emptyset\} )^{K_n}$ with $\langle t\rangle \cap \mathcal{P}_n \neq \emptyset$.
%be a template for a $k$-colouring of~$K_n$ which contains the $i$-monotone template $E_n(i)$. 
We define the \emph{extremal entropy of $\mathcal{P}$ relative to $t$} to be:
\[\ex(t,\mathcal{P}):=\max\bigl\{\Ent(t') \, : \, v(t')=n,\ t'\leq t, \ \langle t' \rangle \subseteq \mathcal{P}_n\bigr\}.\]
",/home/shufan/que_tex/containerpaperarxivupdate.tex,definition + \emph{},"[Relative entropy]
Let 𝒫 be a property of k-colourings of complete graphs 

and let t ∈ (2^[k]∖{∅} )^K_n with ⟨ t⟩∩𝒫_n ≠∅.

We define the extremal entropy of 𝒫 relative to t to be:

    (t,𝒫):=max{(t')   :   v(t')=n, t'≤ t,  ⟨ t' ⟩⊆𝒫_n}.

",extremal entropy of 𝒫,"[Relative entropy]
Let 𝒫 be a property of k-colourings of complete graphs 

and let t ∈ (2^[k]∖{∅} )^K_n with ⟨ t⟩∩𝒫_n ≠∅.

We define the B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMrelative totto be:

    (t,𝒫):=max{(t')   :   v(t')=n, t'≤ t,  ⟨ t' ⟩⊆𝒫_n}.",O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O,True
217,$k$-colouring property of $\mathbf{V;extremal entropy;relative to $\mathbf{V,"[Extremal entropy relative to an ssee]\label{definition: extremal entropy/relative to possee}
	Let $\mathbf{V}=(V_n)_{n \in \N}$ be an ssee. A \emph{$k$-colouring property of $\mathbf{V}$} is a sequence $\mathcal{P}=(\mathcal{P}_n)_{n\in \N}$, where $\mathcal{P}_n$ is a collection of $k$-colourings of $V_n$. The \emph{extremal entropy} of $\mathcal{P}$ \emph{relative to $\mathbf{V}$} is
	\[\ex(\mathbf{V}, \mathcal{P})_n=\ex(V_n, \mathcal{P}_n):=\max\left\{\Ent(t) \,: \, t\in \left(2^{[k]}\setminus\{\emptyset\} \right)^{V_n}, \ \langle t \rangle\subseteq \mathcal{P}_n\right\}.\]
",/home/shufan/que_tex/containerpaperarxivupdate.tex,definition + \emph{},"[Extremal entropy relative to an ssee]
	Let 𝐕=(V_n)_n ∈ be an ssee. A k-colouring property of 𝐕 is a sequence 𝒫=(𝒫_n)_n∈, where 𝒫_n is a collection of k-colourings of V_n. The extremal entropy of 𝒫 relative to 𝐕 is
	
    (𝐕, 𝒫)_n=(V_n, 𝒫_n):=max{(t)  :   t∈(2^[k]∖{∅})^V_n,  ⟨ t ⟩⊆𝒫_n}.

",k-colouring property of 𝐕;𝐞𝐱𝐭𝐫𝐞𝐦𝐚𝐥 𝐞𝐧𝐭𝐫𝐨𝐩𝐲;𝐫𝐞𝐥𝐚𝐭𝐢𝐯𝐞 𝐭𝐨 𝐕,"[Extremal entropy relative to an ssee]
	Let 𝐕=(V_n)_n ∈ be an ssee. A B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMis a sequence𝒫=(𝒫_n)_n∈, where𝒫_nis a collection ofk-colourings ofV_n. The B_MATH_TERM I_MATH_TERM of𝒫B_MATH_TERM I_MATH_TERM I_MATH_TERM is
	
    (𝐕, 𝒫)_n=(V_n, 𝒫_n):=max{(t)  :   t∈(2^[k]∖{∅})^V_n,  ⟨ t ⟩⊆𝒫_n}.

",O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O B_MATH_TERM I_MATH_TERM O I_MATH_TERM I_MATH_TERM O O O O O O O O O,True
271,magic column rectangle $MCR(m^{(1),"
A \emph{magic column rectangle $MCR(m^{(1)} ,n^{(1)};p)$} is a matrix with the following properties:
\begin{itemize}
\item the order is $(m+n)\times p$, where $m \leq n$,
\item the entries are $1,2,3,\ldots,(m+n)p$, each appearing once,
\item \label{constant} it is partitioned into two blocks of submatrix, one of order $m\times p$ and the other of order $n\times p$, where the sum of entries in every column of each block is constant.
\end{itemize}
",/home/shufan/que_tex/1712.04879.tex,definition + \emph{},"
A magic column rectangle MCR(m^(1) ,n^(1);p) is a matrix with the following properties:


  * the order is (m+n)× p, where m ≤ n,

  * the entries are 1,2,3,…,(m+n)p, each appearing once,

  *  it is partitioned into two blocks of submatrix, one of order m× p and the other of order n× p, where the sum of entries in every column of each block is constant.

",magic column rectangle MCR(m^(1),"
A B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM ,n^(1);p)is a matrix with the following properties:

  *  the order is (m+n)× p, where m ≤ n,

  *  the entries are 1,2,3,…,(m+n)p, each appearing once,

  *  it is partitioned into two blocks of submatrix, one of order m× p and the other of order n× p, where the sum of entries in every column of each block is constant.",O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
272,magic column rectangle $MCR(n^{(p)," A \emph{magic column rectangle $MCR(n^{(p)} ;q)$} is a matrix with the following properties:
\begin{itemize}
\item the order is $np \times q$ where $n>1, p>1, q\geq1 $,
\item the entries are $1,2,3,\ldots,npq$, each appearing once,
\item it is partitioned into blocks of order $n\times1$, where the sum of entries in every block is constant. \label{constant2}
\end{itemize}
",/home/shufan/que_tex/1712.04879.tex,definition + \emph{}," A magic column rectangle MCR(n^(p) ;q) is a matrix with the following properties:


  * the order is np × q where n>1, p>1, q≥1,

  * the entries are 1,2,3,…,npq, each appearing once,

  * it is partitioned into blocks of order n×1, where the sum of entries in every block is constant. 

",magic column rectangle MCR(n^(p)," A B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM ;q)is a matrix with the following properties:

  *  the order is np × q where n>1, p>1, q≥1,

  *  the entries are 1,2,3,…,npq, each appearing once,

  *  it is partitioned into blocks of order n×1, where the sum of entries in every block is constant.",O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
390,type~I$_n$ polygon;type~II$_n$ polygon;type~III$_n$ polygon;type~IV$_n$ polygon;type~V$_n$ polygon;type~VI$_n$ polygon,"
\label{def:types}
We say that $\m$ is a
\begin{itemize}
\item
\emph{type~I$_n$ polygon} , if no line of the form $x_1 = jn$ or $x_2 = jn$ 
where $j \in \z$, splits $\m$, or, equivalently, if $\m$ lies in a slab of the 
form $jn \le x_1 \le (j+1)n$ or $jn \le x_2 \le (j+1)n$, where $j \in 
\z$;
\item
\emph{type~II$_n$ polygon} , if each of the segments $[\mathbf{0},(n,0)]$, 
$[(n,0),(n,n)]$, $[(0,n),(n,n)]$, and $[\mathbf{0},(0,n)]$ splits~$\m$;
\item
\emph{type~III$_n$ polygon} , if each of the segments $[\mathbf{0},(n,0)]$, 
$[(n,0),(n,n)]$, and $[(n,n),(0,n)]$ splits~$\m$, and the line $x_1 = 0$ does 
not split $\m$;
\item
\emph{type~IV$_n$ polygon} , if each of the segments $[\mathbf{0},(0,n)]$, 
$[\mathbf 0, (n, 0)]$, $[(n, 0), (n, n)]$, and $[(n, n), (2n, n)]$ splits~$\m$ 
and~$\m$ has no common points with the lines $x_1 = -n$ and $x_n = 2n$;
\item
\emph{type~V$_n$ polygon} , if each of the segments $[\mathbf 0, (-n ,0)]$ and 
$[\mathbf 0, (0, n)]$ splits $\m$ and the lines $x_1 = -n$ and $x_2 = n$ do 
not split~$\m$;
\item
\emph{type~VI$_n$ polygon} , if each of the segments $[\mathbf 0, (-n ,0)]$, 
$[\mathbf 0, (0, n)]$, and $[(0, n), (n, n)]$ splits~$\m$, and the lines $x_1 
= \pm n$ do not split~$\m$.
\end{itemize}
",/home/shufan/que_tex/BKa.tex,definition + \emph{},"

We say that  is a


  * type I_n polygon , if no line of the form x_1 = jn or x_2 = jn 
where j ∈, splits , or, equivalently, if  lies in a slab of the 
form jn ≤ x_1 ≤ (j+1)n or jn ≤ x_2 ≤ (j+1)n, where j ∈;

  * type II_n polygon , if each of the segments [0,(n,0)], 
[(n,0),(n,n)], [(0,n),(n,n)], and [0,(0,n)] splits ;

  * type III_n polygon , if each of the segments [0,(n,0)], 
[(n,0),(n,n)], and [(n,n),(0,n)] splits , and the line x_1 = 0 does 
not split ;

  * type IV_n polygon , if each of the segments [0,(0,n)], 
[0, (n, 0)], [(n, 0), (n, n)], and [(n, n), (2n, n)] splits  
and  has no common points with the lines x_1 = -n and x_n = 2n;

  * type V_n polygon , if each of the segments [0, (-n ,0)] and 
[0, (0, n)] splits  and the lines x_1 = -n and x_2 = n do 
not split ;

  * type VI_n polygon , if each of the segments [0, (-n ,0)], 
[0, (0, n)], and [(0, n), (n, n)] splits , and the lines x_1 
= ± n do not split .

",type I_n polygon;type II_n polygon;type III_n polygon;type IV_n polygon;type V_n polygon;type VI_n polygon,"

We say that  is a


  * B_MATH_TERM I_MATH_TERM , if no line of the form x_1 = jn or x_2 = jn 
where j ∈, splits , or, equivalently, if  lies in a slab of the 
form jn ≤ x_1 ≤ (j+1)n or jn ≤ x_2 ≤ (j+1)n, where j ∈;

  * B_MATH_TERM I_MATH_TERM , if each of the segments [0,(n,0)], 
[(n,0),(n,n)], [(0,n),(n,n)], and [0,(0,n)] splits ;

  * B_MATH_TERM I_MATH_TERM , if each of the segments [0,(n,0)], 
[(n,0),(n,n)], and [(n,n),(0,n)] splits , and the line x_1 = 0 does 
not split ;

  * B_MATH_TERM I_MATH_TERM , if each of the segments [0,(0,n)], 
[0, (n, 0)], [(n, 0), (n, n)], and [(n, n), (2n, n)] splits  
and  has no common points with the lines x_1 = -n and x_n = 2n;

  * B_MATH_TERM I_MATH_TERM , if each of the segments [0, (-n ,0)] and 
[0, (0, n)] splits  and the lines x_1 = -n and x_2 = n do 
not split ;

  * B_MATH_TERM I_MATH_TERM , if each of the segments [0, (-n ,0)], 
[0, (0, n)], and [(0, n), (n, n)] splits , and the lines x_1 
= ± n do not split .

",O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
405,$\mathcal H_b(n)$,"\label{def:H_b(n)}
Let $n\in \mathbb{N}$ and $b\in [n]$. Let $X=\{x_0, \dots, x_{n}\}$, $Y=\{y_0, \dots, y_{n}\}$, and $Z=\{z_0, \dots, z_{n}\}$ be three pairwise disjoint sets.
The chain $\mathcal H_b(n)$ is defined on the vertex set $X\cup Y\cup Z$ with vertex order $x_0, z_{2b}, y_{b}, \ldots , x_i, z_{i+2b}, y_{i+b}, \ldots , y_{n-b}, x_{n-2b}, z_n$.",/home/shufan/que_tex/1907.04559.tex,definition[],"
Let n∈ℕ and b∈ [n]. Let X={x_0, …, x_n}, Y={y_0, …, y_n}, and Z={z_0, …, z_n} be three pairwise disjoint sets.
The chain ℋ_b(n) is defined on the vertex set X∪ Y∪ Z with vertex order x_0, z_2b, y_b, … , x_i, z_i+2b, y_i+b, … , y_n-b, x_n-2b, z_n.",ℋ_b(n),"
Let n∈ℕ and b∈ [n]. Let X={x_0, …, x_n}, Y={y_0, …, y_n}, and Z={z_0, …, z_n} be three pairwise disjoint sets.
The chain B_MATH_TERM I_MATH_TERM is defined on the vertex set X∪ Y∪ Z with vertex order x_0, z_2b, y_b, … , x_i, z_i+2b, y_i+b, … , y_n-b, x_n-2b, z_n.",O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O,True
473,($L^\ast$-)EM-type of $\In$,"\label{226} Fix languages $L^\ast \subseteq L'$.  Given an $L'$-structure $\I$ and an $I$-indexed  set $\In:=(a_i: i \in I)$, define the \emph{($L^\ast$-)EM-type of $\In$} to be:
%
\begin{eqnarray} \textrm{EMtp}_{L^\ast}(\In)(x_i : i \in I) = \{ \psi(x_{i_1}, \ldots, x_{i_n}) :  \psi \textrm{~from~} L, i_1, \ldots, i_n \textrm{~from~} I, \textrm{and for~} \nonumber \\  \textrm{any~}
 (j_1, \ldots, j_n)  \textrm{~from~} I \textrm{~such that~} \textrm{qftp}^{L^\ast}(j_1,\ldots,j_n; \I)=\textrm{qftp}^{L^\ast}(i_1,\ldots,i_n; \I), \nonumber \\
\vDash \psi(a_{j_1}, \ldots, a_{j_n}) \} \nonumber
\end{eqnarray}

\nin If $L^\ast = L'$, we may omit mention of it.
",/home/shufan/que_tex/emtp_arxiv14.tex,definition + \emph{}," Fix languages L^∗⊆ L'.  Given an L'-structure  and an I-indexed  set :=(a_i: i ∈ I), define the (L^∗-)EM-type of  to be:


    EMtp_L^∗()(x_i : i ∈ I) = {ψ(x_i_1, …, x_i_n) :  ψ from  L, i_1, …, i_n  from  I, and for 
    any 
     (j_1, …, j_n)   from  I  such that qftp^L^∗(j_1,…,j_n; )=qftp^L^∗(i_1,…,i_n; ), 
    ψ(a_j_1, …, a_j_n) }


If L^∗ = L', we may omit mention of it.
",(L^∗-)EM-type of ," Fix languages L^∗⊆ L'.  Given an L'-structure  and an I-indexed  set :=(a_i: i ∈ I), define the B_MATH_TERM I_MATH_TERM I_MATH_TERM to be:


    EMtp_L^∗()(x_i : i ∈ I) = {ψ(x_i_1, …, x_i_n) :  ψ from  L, i_1, …, i_n  from  I, and for 
    any 
     (j_1, …, j_n)   from  I  such that qftp^L^∗(j_1,…,j_n; )=qftp^L^∗(i_1,…,i_n; ), 
    ψ(a_j_1, …, a_j_n) }


If L^∗ = L', we may omit mention of it.
",O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
474,$\Gamma$ is finitely satisfiable in $\Uu$," Let $\Gamma(x_i : i \in I)$ be an $L$-type and $\Uu = (a_i : i \in I)$ an $I$-indexed set of parameters in $\Mm$.  We say that \emph{$\Gamma$ is finitely satisfiable in $\Uu$} if for every finite $I_0 \subseteq I$, there is a $J_0 \subseteq I$, a bijection $f: I_0 \ar J_0$ and an enumeration $\ov{\imath}$ of $I_0$ such that $\qt^{L'}(\ov{\imath}; \I) = \qt^{L'}(f(\ov{\imath});\I)$ and
 $(a_{f(i)} : i \in I_0)$ $\vDash$ $\Gamma|_{\{x_i : i \in I_0\}}$
",/home/shufan/que_tex/emtp_arxiv14.tex,definition + \emph{}," Let Γ(x_i : i ∈ I) be an L-type and = (a_i : i ∈ I) an I-indexed set of parameters in .  We say that Γ is finitely satisfiable in  if for every finite I_0 ⊆ I, there is a J_0 ⊆ I, a bijection f: I_0  J_0 and an enumeration  of I_0 such that ^L'(; ) = ^L'(f();) and
 (a_f(i) : i ∈ I_0)  Γ|_{x_i : i ∈ I_0}
",Γ is finitely satisfiable in ," Let Γ(x_i : i ∈ I) be an L-type and = (a_i : i ∈ I) an I-indexed set of parameters in .  We say that B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM if for every finite I_0 ⊆ I, there is a J_0 ⊆ I, a bijection f: I_0  J_0 and an enumeration  of I_0 such that ^L'(; ) = ^L'(f();) and
 (a_f(i) : i ∈ I_0)  Γ|_{x_i : i ∈ I_0}
",O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
475,stretching of $\In$ onto $\J$,"\label{227} Fix $L'$-structures $\I$ and $\J$ such that age($\J$)$=$age($\I$).  Given an $\I$-indexed indiscernible $\In = (a_i : i \in I)$, we say a $\J$-indexed indiscernible $\Jn=(b_i : i \in J)$ is a \emph{stretching of $\In$ onto $\J$} if tp($\In$)=tp($\Jn$).
",/home/shufan/que_tex/emtp_arxiv14.tex,definition + \emph{}," Fix L'-structures  and  such that age()=age().  Given an -indexed indiscernible = (a_i : i ∈ I), we say a -indexed indiscernible =(b_i : i ∈ J) is a stretching of  onto  if tp()=tp().
",stretching of  onto ," Fix L'-structures  and  such that age()=age().  Given an -indexed indiscernible = (a_i : i ∈ I), we say a -indexed indiscernible =(b_i : i ∈ J) is a B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM if tp()=tp().
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O,True
478,$k$-coloring of $C \choose A$,"  For an integer $k>0$, by a \emph{$k$-coloring of $C \choose A$} we mean a function $f: {C \choose A} \rightarrow \eta$, where $\eta$ is some set of size $k$ (typically $\eta := \{0, \ldots, k-1\}$.)
",/home/shufan/que_tex/emtp_arxiv14.tex,definition + \emph{},"  For an integer k>0, by a k-coloring of C  A we mean a function f: C  A→η, where η is some set of size k (typically η := {0, …, k-1}.)
",k-coloring of C  A,"  For an integer k>0, by a B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM we mean a function f: C  A→η, where η is some set of size k (typically η := {0, …, k-1}.)
",O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O,True
480,increasing copy of $A$;$\ov{i," Fix a structure $\I$ linearly ordered by a relation $<$.  Fix a finite tuple $\ov{b}$ from $I$ and a finite subset $A \subseteq I$.
\begin{enumerate}
\item By $p_{\ov{b}}(\ov{x})$ we mean the complete quantifier-free type of $\ov{b}$ in $\I$.
\item By $p_A(\ov{x})$ we mean $p_{\ov{a}}(\ov{x})$, where $\ov{a}$ is $A$ listed in increasing enumeration.
\item We say that $\ov{b}$ is an \emph{increasing copy of $A$} if the substructure $B$ of $\I$ on $\bigcup \ov{b}$ is isomorphic to $A$.
\item Fix a finite tuple $\ov{i}$ from $A$ (i.e. $\bigcup \ov{\imath} \subseteq A$) and let $\ov{a}$ list $A$ in $<^{\I}$-increasing order.  We say that \emph{$\ov{i}$ isolates $\tau$ in $A$} if $\ov{a} \uphp \tau = \ov{i}$.
\end{enumerate}
",/home/shufan/que_tex/emtp_arxiv14.tex,definition + \emph{}," Fix a structure  linearly ordered by a relation <.  Fix a finite tuple b from I and a finite subset A ⊆ I.


  * By p_b(x) we mean the complete quantifier-free type of b in .

  * By p_A(x) we mean p_a(x), where a is A listed in increasing enumeration.

  * We say that b is an increasing copy of A if the substructure B of  on ⋃b is isomorphic to A.

  * Fix a finite tuple i from A (i.e. ⋃⊆ A) and let a list A in <^-increasing order.  We say that i isolates τ in A if aτ = i.

",increasing copy of A;i," Fix a structure  linearly ordered by a relation <.  Fix a finite tuple b from I and a finite subset A ⊆ I.


  * By p_b(x) we mean the complete quantifier-free type of b in .

  * By p_A(x) we mean p_a(x), where a is A listed in increasing enumeration.

  * We say that b is an B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM if the substructure B of  on ⋃b is isomorphic to A.

  * Fix a finite tuple i from A (i.e. ⋃⊆ A) and let a list A in <^-increasing order.  We say that B_MATH_TERMisolatesτinAifa τ= i.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
498,reflectable walk model of type $A_{k-1,"
	The step set $\mathcal S\subset\R^k$ defines a \emph{reflectable walk model of type $A_{k-1}$} if and only if
	\begin{enumerate}
		\item $\vec s\in\mathcal S$ implies $r(\vec s)\in\mathcal S$ for each reflection $r\in A_{k-1}$ and
		\item for each $s\in\mathcal S$ and each $\vec u\in\mathcal L\setminus\cl\mathcal W$ we have $\vec u+\vec s\in\cl\mathcal W$,
	\end{enumerate}
	where $\cl\mathcal W$ denotes the closure of $\mathcal W$, i.e., the set $x_1\le x_2\le\dots\le x_k$.
\label{def:reflectable walks}
",/home/shufan/que_tex/randomwalks_typeA.tex,definition + \emph{},"
	The step set 𝒮⊂^k defines a reflectable walk model of type A_k-1 if and only if
	
		
  * s⃗∈𝒮 implies r(s⃗)∈𝒮 for each reflection r∈ A_k-1 and
		
  * for each s∈𝒮 and each u⃗∈ℒ∖𝒲 we have u⃗+s⃗∈𝒲,
	
	where 𝒲 denotes the closure of 𝒲, i.e., the set x_1≤ x_2≤…≤ x_k.

",reflectable walk model of type A_k-1,"
	The step set 𝒮⊂^k defines a B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMif and only if
	
  * s⃗∈𝒮 implies r(s⃗)∈𝒮 for each reflection r∈ A_k-1 and
		
  *  for each s∈𝒮 and each u⃗∈ℒ∖𝒲 we have u⃗+s⃗∈𝒲,
	
	where𝒲denotes the closure of𝒲, i.e., the setx_1≤x_2≤…≤x_k.",O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
517,an $\mathcal{A,"
Let $\mathcal{A}$ be an $S$-ring over $G$. A subgroup $H \leq G$ is called \emph{an $\mathcal{A}$-subgroup} if $\underline{H}\in \mathcal{A}$.
",/home/shufan/que_tex/1502.04615.tex,definition + \emph{},"
Let 𝒜 be an S-ring over G. A subgroup H ≤ G is called an 𝒜-subgroup if H∈𝒜.
",an 𝒜,"
Let 𝒜 be an S-ring over G. A subgroup H ≤ G is called B_MATH_TERM I_MATH_TERM-subgroup ifH∈𝒜.",O O O O O O O O O O O O O O B_MATH_TERM O O,True
521,Western coline of $ M$,"\label{thm:WesternColine}
\label{LPMthm:B}Let $p=(p_{i})_{i=1}^{n}$, $q=(q_{i})_{i=1}^{n}$ be
lattice paths, such that $p\preceq q$ and such that $M=M[p,q]=(E,\Ical)$ 
has no loop and no parallel edges, and $\rk_M(E) \geq 2$.
Let $N_q = \SET{i\in E\mid q_i = \mathrm{N}}$, $j_{1}=\max N_q$, and $j_{2}=\max N_q\BSET{j_1}.$
Then the following holds
\begin{enumerate}\ROMANENUM
\item $\SET{1,2,\ldots, j_{2}-1}$ is a coline of $M$, we shall call it the \emph{Western coline of $ M$} .
\item $\SET{1,2,\ldots,j_{1}-1}$ is a copoint on the Western coline of $M$, which is a multiple copoint whenever $j_{1}-j_{2}\ge 2$. 
\item For every $k \geq j_1$ the set $\SET{1,2,\ldots,j_{2}-1}\cup\{k\}$ is a simple copoint on the Western coline of $M$.
\end{enumerate}
",/home/shufan/que_tex/lpm-3colorable.tex,theorem + \emph{},"
Let p=(p_i)_i=1^n, q=(q_i)_i=1^n be
lattice paths, such that p≼ q and such that M=M[p,q]=(E,) 
has no loop and no parallel edges, and _M(E) ≥ 2.
Let N_q = i∈ E| q_i = N, j_1=max N_q, and j_2=max N_qj_1.
Then the following holds

  * 1,2,…, j_2-1 is a coline of M, we shall call it the Western coline of M .

  * 1,2,…,j_1-1 is a copoint on the Western coline of M, which is a multiple copoint whenever j_1-j_2≥ 2. 

  * For every k ≥ j_1 the set 1,2,…,j_2-1∪{k} is a simple copoint on the Western coline of M.

",Western coline of M,"
Let p=(p_i)_i=1^n, q=(q_i)_i=1^n be
lattice paths, such that p≼ q and such that M=M[p,q]=(E,) 
has no loop and no parallel edges, and _M(E) ≥ 2.
Let N_q = i∈ E| q_i = N, j_1=max N_q, and j_2=max N_qj_1.
Then the following holds

  * 1,2,…, j_2-1 is a coline of M, we shall call it the B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM .

  * 1,2,…,j_1-1 is a copoint on the Western coline of M, which is a multiple copoint whenever j_1-j_2≥ 2. 

  * For every k ≥ j_1 the set 1,2,…,j_2-1∪{k} is a simple copoint on the Western coline of M.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
