term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def
$F$-Polynomial,"The $n$th \textbf{$\bm{F}$-Polynomial} of a framed generalized quiver $Q$ accompanied with a mutation sequence $v_1,\ldots,v_n$ of vertices is the polynomial at vertex $v_n$ after performing mutations at $v_1,\ldots,v_n$ sequentially.",/home/shufan/que_tex/fpoly.tex,definition[],"The nth F-Polynomial of a framed generalized quiver Q accompanied with a mutation sequence v_1,…,v_n of vertices is the polynomial at vertex v_n after performing mutations at v_1,…,v_n sequentially.",F-Polynomial,"The nth F-Polynomial of a framed generalized quiver Q accompanied with a mutation sequence v_1,…,v_n of vertices is the polynomial at vertex v_n after performing mutations at v_1,…,v_n sequentially."
$V_{n}(i)$ or $V_i$,"Given a quiver $Q$ and a sequence of mutations $v_1,\ldots,v_n$, $\bm{V_n(i)}$ is the $F$-polynomial on vertex $i$ after the $n$ mutations. We will usually denote this $F$-polynomial more simply as $V_i$ if we are otherwise clear about the termination point $n$ for the sequence of mutations.",/home/shufan/que_tex/fpoly.tex,definition[],"Given a quiver Q and a sequence of mutations v_1,…,v_n, V_n(i) is the F-polynomial on vertex i after the n mutations. We will usually denote this F-polynomial more simply as V_i if we are otherwise clear about the termination point n for the sequence of mutations.",V_n(i) or V_i,"Given a quiver Q and a sequence of mutations v_1,…,v_n, V_n(i) is the F-polynomial on vertex i after the n mutations. We will usually denote this F-polynomial more simply as V_i if we are otherwise clear about the termination point n for the sequence of mutations."
$C$-matrix,"The \textbf{$\bm{C}$-matrix} of the framed generalized quiver $Q$ and mutation sequence $v_1,\ldots,v_n$ with $v$ base vertices is the $v \times v$ matrix with entry $(i,j)$ as the number of edges from frozen vertex $i'$ to base vertex $j$ attached to $j$. It is denoted $C_n$.",/home/shufan/que_tex/fpoly.tex,definition[],"The C-matrix of the framed generalized quiver Q and mutation sequence v_1,…,v_n with v base vertices is the v × v matrix with entry (i,j) as the number of edges from frozen vertex i' to base vertex j attached to j. It is denoted C_n.",C-matrix,"The C-matrix of the framed generalized quiver Q and mutation sequence v_1,…,v_n with v base vertices is the v × v matrix with entry (i,j) as the number of edges from frozen vertex i' to base vertex j attached to j. It is denoted C_n."
"$a_{i,j}$ and $b_{i,j}$","Given a framed quiver $Q$ and a mutation sequence $v_1,v_2,\ldots,$, for two indices $i \leq j$, let $\bm{a_{i,j}} = D_{i,j}^{-1}[v_j,v_i]$. Similarly, let $\bm{b_{i,j}} = E^*_jE_jD_{i,j}^{-1}[v_j,v_i]$, or equal to 0 when $i=j$.",/home/shufan/que_tex/fpoly.tex,definition[],"Given a framed quiver Q and a mutation sequence v_1,v_2,…,, for two indices i ≤ j, let a_i,j = D_i,j^-1[v_j,v_i]. Similarly, let b_i,j = E^*_jE_jD_i,j^-1[v_j,v_i], or equal to 0 when i=j.","a_i,j and b_i,j","Given a framed quiver Q and a mutation sequence v_1,v_2,…,, for two indices i ≤ j, let a_i,j = D_i,j^-1[v_j,v_i]. Similarly, let b_i,j = E^*_jE_jD_i,j^-1[v_j,v_i], or equal to 0 when i=j."
$W$,"Given a framed quiver $Q$ and a mutation sequence $v_1,\ldots,v_n$, and a sequence of indices $w_1,\ldots,w_k$ where the $w_i$'s are all between 1 and $n$ inclusive, let $$\bm{W(n, w_1,\ldots,w_k)}=\prod_{i=1}^{k} \left( a_{w_i,n} + \sum_{j=i+1}^{k} (-a_{w_i,w_j}+b_{w_i,w_j})\right).$$",/home/shufan/que_tex/fpoly.tex,definition[],"Given a framed quiver Q and a mutation sequence v_1,…,v_n, and a sequence of indices w_1,…,w_k where the w_i's are all between 1 and n inclusive, let 
    W(n, w_1,…,w_k)=∏_i=1^k( a_w_i,n + ∑_j=i+1^k (-a_w_i,w_j+b_w_i,w_j)).
",W,"Given a framed quiver Q and a mutation sequence v_1,…,v_n, and a sequence of indices w_1,…,w_k where the w_i's are all between 1 and n inclusive, let 
    W(n, w_1,…,w_k)=∏_i=1^k( a_w_i,n + ∑_j=i+1^k (-a_w_i,w_j+b_w_i,w_j)).
"
$\phi$,"We define $\bm{\phi(\sf{w})}$ to be the number of distinct permutations of $\sf{w}=w_1,\ldots,w_k$ divided by $k!$. Note that this is just $\frac{1}{\prod{a_i!}}$ where the $a_i$ are the number of occurrences of each of the distinct values taken on by $w_1,\ldots,w_k$.",/home/shufan/que_tex/fpoly.tex,definition[],"We define ϕ(w) to be the number of distinct permutations of w=w_1,…,w_k divided by k!. Note that this is just 1/∏a_i! where the a_i are the number of occurrences of each of the distinct values taken on by w_1,…,w_k.",ϕ,"We define ϕ(w) to be the number of distinct permutations of w=w_1,…,w_k divided by k!. Note that this is just 1/∏a_i! where the a_i are the number of occurrences of each of the distinct values taken on by w_1,…,w_k."
"$a_{i,j}$ and $b_{i,j}$","Given a framed quiver $Q$ and a mutation sequence $v_1,v_2,\ldots$, for two indices $i \leq j$, let $\bm{a_{i,j}} = C_{i,j}^{-1}[v_j,v_i]$. Similarly, let, $\bm{b_{i,j}} = A^*_jA_jC_{i,j}^{-1}[v_j,v_i]$, or equal to 0 when $i=j$.",/home/shufan/que_tex/fpoly.tex,definition[],"Given a framed quiver Q and a mutation sequence v_1,v_2,…, for two indices i ≤ j, let a_i,j = C_i,j^-1[v_j,v_i]. Similarly, let, b_i,j = A^*_jA_jC_i,j^-1[v_j,v_i], or equal to 0 when i=j.","a_i,j and b_i,j","Given a framed quiver Q and a mutation sequence v_1,v_2,…, for two indices i ≤ j, let a_i,j = C_i,j^-1[v_j,v_i]. Similarly, let, b_i,j = A^*_jA_jC_i,j^-1[v_j,v_i], or equal to 0 when i=j."
$W$,"Given a framed quiver $Q$ and a mutation sequence $v_1,\ldots,v_n$, and a sequence of indices $w_1,\ldots,w_k$ where the $w_i$'s are all between 1 and $n$ inclusive, let $$\bm{W(n, w_1,\ldots,w_k)}=\prod_{i=1}^{k} \left( a_{w_i,n} + \sum_{j=i+1}^{k} (-a_{w_i,w_j}+b_{w_i,w_j}) \right).$$",/home/shufan/que_tex/fpoly.tex,definition[],"Given a framed quiver Q and a mutation sequence v_1,…,v_n, and a sequence of indices w_1,…,w_k where the w_i's are all between 1 and n inclusive, let 
    W(n, w_1,…,w_k)=∏_i=1^k( a_w_i,n + ∑_j=i+1^k (-a_w_i,w_j+b_w_i,w_j) ).
",W,"Given a framed quiver Q and a mutation sequence v_1,…,v_n, and a sequence of indices w_1,…,w_k where the w_i's are all between 1 and n inclusive, let 
    W(n, w_1,…,w_k)=∏_i=1^k( a_w_i,n + ∑_j=i+1^k (-a_w_i,w_j+b_w_i,w_j) ).
"
Matrix Action on Polynomial,"Given an $v\times v$ matrix $M$ and a polynomial $P$ in $x_1,\ldots,x_v$, we let $\bm{M(P)}$ denote the polynomial formed when $M$ acts on the vector of exponents for each monomial in $P$.",/home/shufan/que_tex/fpoly.tex,definition[],"Given an v× v matrix M and a polynomial P in x_1,…,x_v, we let M(P) denote the polynomial formed when M acts on the vector of exponents for each monomial in P.",Matrix Action on Polynomial,"Given an v× v matrix M and a polynomial P in x_1,…,x_v, we let M(P) denote the polynomial formed when M acts on the vector of exponents for each monomial in P."
GKZ vector/secondary polytope,"\label{def_GKZ}
Let $Q$ be a $d$-dimensional convex polytope with $n$ vertices. The \emph{GKZ vector} 
$v(t)\in \R^n$ of a triangulation $t$ of $Q$ is 
\begin{eqnarray*}
v(t)\ := \ \sum_{i=1}^n \text{vol} (\text{star}_t(i)) e_i 
\ \ =\ \ \sum_{i=1}^n \sum_{\sigma\in t\,:\, i\in\sigma}    \text{vol} (\sigma) e_i
\end{eqnarray*} 
The \emph{secondary polytope} of $Q$ is defined as
\[
\Sigma (Q)\ :=\ \text{conv}\{ v(t) : t \text{ is a triangulation of } Q \}.
\]",/home/shufan/que_tex/associahedra07.tex,definition[],"
Let Q be a d-dimensional convex polytope with n vertices. The GKZ vector 
v(t)∈^n of a triangulation t of Q is 

    v(t) :=  ∑_i=1^n vol (star_t(i)) e_i 
      =  ∑_i=1^n ∑_σ∈ t :  i∈σvol (σ) e_i
 
The secondary polytope of Q is defined as

    Σ (Q) := conv{ v(t) : t  is a triangulation of  Q }.
",GKZ vector/secondary polytope,"
Let Q be a d-dimensional convex polytope with n vertices. The GKZ vector 
v(t)∈^n of a triangulation t of Q is 

    v(t) :=  ∑_i=1^n vol (star_t(i)) e_i 
      =  ∑_i=1^n ∑_σ∈ t :  i∈σvol (σ) e_i
 
The secondary polytope of Q is defined as

    Σ (Q) := conv{ v(t) : t  is a triangulation of  Q }.
"
Cluster complex of type $A_n$,"Two roots $\alpha$ and $\beta$ in $\Phi_{\geq -1}$ are \textit{compatible} if 
their corresponding diagonals do not cross. The \emph{cluster complex} $\Delta (\Phi)$ of type $A_n$ is the clique complex of the compatibility relation on $\Phi_{\geq -1}$, i.e., the complex whose simplices correspond to the sets of almost positive roots that are pairwise compatible. Maximal simplices of $\Delta (\Phi)$ are called \emph{clusters} .",/home/shufan/que_tex/associahedra07.tex,definition[],"Two roots α and β in Φ_≥ -1 are compatible if 
their corresponding diagonals do not cross. The cluster complex Δ (Φ) of type A_n is the clique complex of the compatibility relation on Φ_≥ -1, i.e., the complex whose simplices correspond to the sets of almost positive roots that are pairwise compatible. Maximal simplices of Δ (Φ) are called clusters .",Cluster complex of type A_n,"Two roots α and β in Φ_≥ -1 are compatible if 
their corresponding diagonals do not cross. The cluster complex Δ (Φ) of type A_n is the clique complex of the compatibility relation on Φ_≥ -1, i.e., the complex whose simplices correspond to the sets of almost positive roots that are pairwise compatible. Maximal simplices of Δ (Φ) are called clusters ."
"robust $\nu$-outneighbourhood;robust $(\nu,\tau)$-outexpander","
An $n$-vertex digraph $D$ is a robust $(\nu, \tau)$-outexpander if for every $S \subseteq V(D)$ with $\tau n \leq |S| \leq (1- \tau)n$ there is some set $T \subseteq V(D)$ with $|T| \geq |S| + \nu n$ such that every vertex in $T$ has at least $\nu n$ in-neighbours in $|S|$.
%
%
%$\nu\in (0,1)$, and $S 
%\subseteq V$, the \emph{robust $\nu$-outneighbourhood} of $S$, denoted $\RN^+_{\nu}(S)$, is the set of vertices that have at 
%least $\nu n$ inneighbours in $S$. Given $0 < \nu \leq \tau < 1$, 
%we say $D$ is a \emph{robust $(\nu,\tau)$-outexpander} if 
%\[
%|\RN^+_{\nu}(S)| \geq |S| + \nu n
%\] 
%for every $S \subseteq V$ satisfying $\tau n \leq |S| \leq (1 - \tau)n$. 
",/home/shufan/que_tex/1902.10775.tex,definition + \emph{},"
An n-vertex digraph D is a robust (ν, τ)-outexpander if for every S ⊆ V(D) with τ n ≤ |S| ≤ (1- τ)n there is some set T ⊆ V(D) with |T| ≥ |S| + ν n such that every vertex in T has at least ν n in-neighbours in |S|.










","robust ν-outneighbourhood;robust (ν,τ)-outexpander","
An n-vertex digraph D is a robust (ν, τ)-outexpander if for every S ⊆ V(D) with τ n ≤ |S| ≤ (1- τ)n there is some set T ⊆ V(D) with |T| ≥ |S| + ν n such that every vertex in T has at least ν n in-neighbours in |S|.










"
the measure $\Prob_{\lcf}$,"\label{def:definitionofthelazycoinflipmeasure}
For $(s,t)\in \Z_{\geq 2}^2$ and $\emptyset\subseteq I\subseteq [s-1]\times [t-1]$ 
let $\Prob_{\lcf}$ denote the \emph{lazy coin flip distribution} on $\{0,\pm\}^I$, 
i.e. the probability measure on $\{0,\pm\}^I$ defined by considering the values of 
a $B\in \{0,\pm\}^I$ as independent identically distributed random variables, each 
governed by the symmetric discrete distribution with values $-1$, $0$, $+1$ and 
probabilities $\frac14$, $\frac12$, $\frac14$.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For (s,t)∈_≥ 2^2 and ∅⊆ I⊆ [s-1]× [t-1] 
let _ denote the lazy coin flip distribution on {0,±}^I, 
i.e. the probability measure on {0,±}^I defined by considering the values of 
a B∈{0,±}^I as independent identically distributed random variables, each 
governed by the symmetric discrete distribution with values -1, 0, +1 and 
probabilities 1/4, 1/2, 1/4.",the measure _,"
For (s,t)∈_≥ 2^2 and ∅⊆ I⊆ [s-1]× [t-1] 
let _ denote the lazy coin flip distribution on {0,±}^I, 
i.e. the probability measure on {0,±}^I defined by considering the values of 
a B∈{0,±}^I as independent identically distributed random variables, each 
governed by the symmetric discrete distribution with values -1, 0, +1 and 
probabilities 1/4, 1/2, 1/4."
"Chio extension\footnote{Due to the change of spelling explained 
in the previous footnote I now use a breve instead of a grave accent to denote 
Chio extension.}","\label{def:chioextensionofaset} 
For every $(s,t)\in\Z_{\geq 2}^2$ and every 
$\emptyset \subseteq I \subseteq [s-1]\times [t-1]$, 
\begin{equation}\label{eq:definitionofchiodom}
\breve{I}:= \{ (s,t)\} \sqcup \bigcup_{i\in\upp_1(I)}\{ (i,t) \} 
\sqcup\bigcup_{j\in\upp_2(I)} \{ (s,j)\} \sqcup I \quad.
\end{equation}",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[]," 
For every (s,t)∈_≥ 2^2 and every 
∅⊆ I ⊆ [s-1]× [t-1], 

    Ĭ:= { (s,t)}⊔⋃_i∈_1(I){ (i,t) }⊔⋃_j∈_2(I){ (s,j)}⊔ I   .
","Chio extension[Due to the change of spelling explained 
in the previous footnote I now use a breve instead of a grave accent to denote 
Chio extension.]"," 
For every (s,t)∈_≥ 2^2 and every 
∅⊆ I ⊆ [s-1]× [t-1], 

    Ĭ:= { (s,t)}⊔⋃_i∈_1(I){ (i,t) }⊔⋃_j∈_2(I){ (s,j)}⊔ I   .
"
"Chio condensation, $\tfrac12\upC_{(s,t)}^{\breve{I}}$","\label{def:chiocondensation}
For  every $(s,t)\in \Z_{\geq 2}^2$, and every $I\subseteq [s-1]\times [t-1]$ define 
the \emph{Chio map with pivot $a_{s,t}$} as 
\begin{equation}
\tfrac12\upC_{(s,t)}^{\breve{I}}\colon \{\pm\}^{\breve{I}} 
\longrightarrow \{0,\pm\}^I \quad , \qquad 
A \longmapsto \tfrac12\cdot  \upC_{(s,t)}(A) \quad ,
\end{equation}
where $\upC_{(s,t)}(A) :=\bigr (\det(
\begin{smallmatrix} 
a_{i,j} & a_{i,t} \\
a_{s,j} & a_{s,t}
\end{smallmatrix})\bigr)_{(i,j)\in I} \in \{-2,0,+2\}$. An image $\upC_{(s,t)}(A)$ of 
some $A\in \{\pm\}^{\breve{I}}$ is referred to as the 
\emph{Chio condensate of $A$} .",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For  every (s,t)∈_≥ 2^2, and every I⊆ [s-1]× [t-1] define 
the Chio map with pivot a_s,t as 

    12_(s,t)^Ĭ{±}^Ĭ⟶{0,±}^I    ,      
    A ⟼12·_(s,t)(A)    ,

where _(s,t)(A) := ((
[ a_i,j a_i,t; a_s,j a_s,t ]))_(i,j)∈ I∈{-2,0,+2}. An image _(s,t)(A) of 
some A∈{±}^Ĭ is referred to as the 
Chio condensate of A .","Chio condensation, 12_(s,t)^Ĭ","
For  every (s,t)∈_≥ 2^2, and every I⊆ [s-1]× [t-1] define 
the Chio map with pivot a_s,t as 

    12_(s,t)^Ĭ{±}^Ĭ⟶{0,±}^I    ,      
    A ⟼12·_(s,t)(A)    ,

where _(s,t)(A) := ((
[ a_i,j a_i,t; a_s,j a_s,t ]))_(i,j)∈ I∈{-2,0,+2}. An image _(s,t)(A) of 
some A∈{±}^Ĭ is referred to as the 
Chio condensate of A ."
the measure $\Prob_{\chio}$,"\label{def:measurePchio}
For every $(s,t)\in\Z_{\geq 2}^2$ and every $I\subseteq [s-1]\times [t-1]$ define
\begin{equation}\label{eq:definitionmeasurePchio}
\Prob_{\chio} \colon \mathfrak{P}\bigl ( \{0,\pm\}^I  \bigr ) 
\longrightarrow [0,1] \quad , \qquad 
\mathcal{B} \longmapsto \frac{1}{2^{\lvert \breve{I} \rvert}}\ \sum_{B\in\mathcal{B}}\; 
\lvert(\tfrac12 \upC_{(s,t)}^{\breve{I}})^{-1}(B)\rvert \quad .
\end{equation}",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For every (s,t)∈_≥ 2^2 and every I⊆ [s-1]× [t-1] define

    _𝔓 ( {0,±}^I   ) 
    ⟶ [0,1]    ,     ℬ⟼1/2^|Ĭ| ∑_B∈ℬ |(12 _(s,t)^Ĭ)^-1(B)|   .
",the measure _,"
For every (s,t)∈_≥ 2^2 and every I⊆ [s-1]× [t-1] define

    _𝔓 ( {0,±}^I   ) 
    ⟶ [0,1]    ,     ℬ⟼1/2^|Ĭ| ∑_B∈ℬ |(12 _(s,t)^Ĭ)^-1(B)|   .
"
averaged Chio measure,"For every $\emptyset\subseteq I \subseteq [n-1]^2$ define
\begin{equation}
\overline{\Prob}_{\chio} \colon  \mathfrak{P}(\{0,\pm\}^I) 
\longrightarrow [0,1]\quad , \qquad \mathcal{B} \longmapsto 
\sum_{B\in\mathcal{B}} \frac{1}{2^{\supp (B)}} 
\sum_{\tilde{B} \in \{0,\pm\}^I\colon \Supp(\tilde{B}) = \Supp(B)} 
\Prob_{\chio}[\tilde{B}]\quad .
\end{equation}",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"For every ∅⊆ I ⊆ [n-1]^2 define

    _𝔓({0,±}^I) 
    ⟶ [0,1]   ,     ℬ⟼∑_B∈ℬ1/2^ (B)∑_B̃∈{0,±}^I(B̃) = (B)_[B̃]   .
",averaged Chio measure,"For every ∅⊆ I ⊆ [n-1]^2 define

    _𝔓({0,±}^I) 
    ⟶ [0,1]   ,     ℬ⟼∑_B∈ℬ1/2^ (B)∑_B̃∈{0,±}^I(B̃) = (B)_[B̃]   .
"
"$\lvert \frac12\upC_{(s,t)}^{\breve{I}}(\cdot)\rvert$ and 
$\Prob_{\chio}^{\lvert\cdot\rvert, I}$","For every $(s,t)\in\Z_{\geq 2}^2$ and every $I\subseteq [s-1]\times [t-1]$ define 
a map 
\begin{equation}
\lvert\tfrac12\upC_{(s,t)}^{\breve{I}}\rvert\colon \{\pm\}^{\breve{I}} 
\longrightarrow \{0,1\}^I \quad , \qquad 
A  \longmapsto \tfrac12\cdot \lvert \upC_{(s,t)}(A) \rvert \quad ,
\end{equation}
where $\lvert\upC_{(s,t)} (A)\rvert := \bigl (\lvert \det
\left(\begin{smallmatrix} 
a_{i,j} & a_{i,t} \\
a_{s,j} & a_{s,t}
\end{smallmatrix}\right)\rvert\bigr)_{(i,j)\in I} \in \{0,2\}^I$. 
Furthermore, define
\begin{equation}
 \Prob_{\chio}^{\lvert\cdot\rvert, I}\colon\mathfrak{P}(\{0,1\}^I) 
\longrightarrow [0,1] \cap \Q \quad , \qquad \mathcal{B} 
\longmapsto \frac{1}{2^{\lvert\breve{I}\rvert}}\sum_{B\in\mathcal{B}} 
\bigl \lvert (\lvert\tfrac12\upC_{(s,t)}^{\breve{I}}\rvert)^{-1}(B) \bigr \rvert \quad .
\end{equation}",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"For every (s,t)∈_≥ 2^2 and every I⊆ [s-1]× [t-1] define 
a map 

    |12_(s,t)^Ĭ|{±}^Ĭ⟶{0,1}^I    ,      
    A  ⟼12·|_(s,t)(A) |   ,

where |_(s,t) (A)| :=  (|([ a_i,j a_i,t; a_s,j a_s,t ])|)_(i,j)∈ I∈{0,2}^I. 
Furthermore, define

    _^|·|, I𝔓({0,1}^I) 
    ⟶ [0,1] ∩   ,     ℬ⟼1/2^|Ĭ|∑_B∈ℬ| (|12_(s,t)^Ĭ|)^-1(B) |   .
","|1/2_(s,t)^Ĭ(·)| and 
_^|·|, I","For every (s,t)∈_≥ 2^2 and every I⊆ [s-1]× [t-1] define 
a map 

    |12_(s,t)^Ĭ|{±}^Ĭ⟶{0,1}^I    ,      
    A  ⟼12·|_(s,t)(A) |   ,

where |_(s,t) (A)| :=  (|([ a_i,j a_i,t; a_s,j a_s,t ])|)_(i,j)∈ I∈{0,2}^I. 
Furthermore, define

    _^|·|, I𝔓({0,1}^I) 
    ⟶ [0,1] ∩   ,     ℬ⟼1/2^|Ĭ|∑_B∈ℬ| (|12_(s,t)^Ĭ|)^-1(B) |   .
"
the entry-specification-events $\mathcal{E}_B^J$,"\label{def:entryspecificationevents}
For $(s,t)\in\Z_{\geq 2}^2$, 
$\emptyset \subseteq I \subseteq J \subseteq [s-1]\times[t-1]$, 
and $B\in \{0,\pm\}^I$ let $\mathcal{E}_B^J := 
\bigl \{ \tilde{B} \in \{0,\pm\}^J\colon \tilde{B}\mid_{\Dom(B)} = B \bigr \}$.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For (s,t)∈_≥ 2^2, 
∅⊆ I ⊆ J ⊆ [s-1]×[t-1], 
and B∈{0,±}^I let ℰ_B^J := 
{B̃∈{0,±}^JB̃|_(B) = B }.",the entry-specification-events ℰ_B^J,"
For (s,t)∈_≥ 2^2, 
∅⊆ I ⊆ J ⊆ [s-1]×[t-1], 
and B∈{0,±}^I let ℰ_B^J := 
{B̃∈{0,±}^JB̃|_(B) = B }."
$\upX$ and $\sigma$,"\label{def:XBandecXB}
For every $(s,t)\in\Z_{\geq 2}^2$ and every $0\leq k \leq (s-1)(t-1)$ define 
\begin{equation}\label{eq:def:XBandecXB}
\upX^{k,s,t}\colon \bigsqcup_{I \in \binom{[s-1]\times [t-1]}{k}} \{ 0, \pm \}^I 
\longrightarrow \BG_{s,t},\quad B \longmapsto \upX_B^{k,s,t}
\end{equation}
by letting vertex-set and edge-set be defined as  
\begin{align}
\upV(\upX_B^{k,s,t}) & := 
(\Dom(B))^{\breve{}}\setminus \Dom(B) \setminus \{(s,t)\} \quad , 
\label{def:XBandecXB:definitionofvertexset} \\
\upE(\upX_B^{k,s,t}) & := 
\bigsqcup_{(i,j) \in \Supp(B)} \bigl \{ \{(i,t),(s,j)\} \bigr \}\quad .
\label{def:XBandecXB:definitionofedgeset}
\end{align}
Define  $\sigma_B\colon \upE(\upX_B) \rightarrow \{\pm\}$ by 
$\sigma_B (\{(i,t),(s,j)\}) := b_{i,j} \in \{\pm\}$ 
for every $\{(i,t),(s,j)\}\in \upE(\upX_B)$. \\",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For every (s,t)∈_≥ 2^2 and every 0≤ k ≤ (s-1)(t-1) define 

    ^k,s,t_I ∈[s-1]× [t-1]k{ 0, ±}^I 
    ⟶_s,t,   B ⟼_B^k,s,t

by letting vertex-set and edge-set be defined as  

    (_B^k,s,t)     := 
    ((B))^∖(B) ∖{(s,t)}   , 
    
    (_B^k,s,t)     := 
    _(i,j) ∈(B){{(i,t),(s,j)}}   .

Define  σ_B(_B) →{±} by 
σ_B ({(i,t),(s,j)}) := b_i,j∈{±} 
for every {(i,t),(s,j)}∈(_B). 
", and σ,"
For every (s,t)∈_≥ 2^2 and every 0≤ k ≤ (s-1)(t-1) define 

    ^k,s,t_I ∈[s-1]× [t-1]k{ 0, ±}^I 
    ⟶_s,t,   B ⟼_B^k,s,t

by letting vertex-set and edge-set be defined as  

    (_B^k,s,t)     := 
    ((B))^∖(B) ∖{(s,t)}   , 
    
    (_B^k,s,t)     := 
    _(i,j) ∈(B){{(i,t),(s,j)}}   .

Define  σ_B(_B) →{±} by 
σ_B ({(i,t),(s,j)}) := b_i,j∈{±} 
for every {(i,t),(s,j)}∈(_B). 
"
"$\ul$, $\beta_1^{\ul}$","Let $\ul$ be the map which assigns a labelled graph to its isomorphism type. 
Let $\beta_1^{\ul}\colon \ul(\BG_{n,n}) \to \Z_{\geq 0}$ be the map which assigns an 
unlabelled bipartite graph to its $1$-dimensional Betti number.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"Let  be the map which assigns a labelled graph to its isomorphism type. 
Let β_1^(_n,n) →_≥ 0 be the map which assigns an 
unlabelled bipartite graph to its 1-dimensional Betti number.",", β_1^","Let  be the map which assigns a labelled graph to its isomorphism type. 
Let β_1^(_n,n) →_≥ 0 be the map which assigns an 
unlabelled bipartite graph to its 1-dimensional Betti number."
"$\upXul^{k,s,t}$","\label{def:upXul}
For   $(s,t) \in \Z_{\geq 2}^2$ and $0\leq k \leq (s-1)(t-1)$ let 
$\upXul^{k,s,t} := \ul\circ\upX^{k,s,t}$.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For   (s,t) ∈_≥ 2^2 and 0≤ k ≤ (s-1)(t-1) let 
^k,s,t := ∘^k,s,t.","^k,s,t","
For   (s,t) ∈_≥ 2^2 and 0≤ k ≤ (s-1)(t-1) let 
^k,s,t := ∘^k,s,t."
