term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
Twist link,"We construct an \textit{$ n $-twist link}  is  by interlocking $ n $ series of $ 1 $-twist loops, starting from the unknot. We let $ W_n $ denote an $ n $-twist link, with 
\begin{equation}
W_n :=\protect\includegraphics[width=0.45\linewidth,valign=c]{Wn-connection}=\protect\includegraphics[width=0.28\linewidth,valign=c]{nTwistLink1},
\end{equation}  where the  generator is obtained by twisting the Hopf link.",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"We construct an n-twist link  is  by interlocking n series of 1-twist loops, starting from the unknot. We let W_n denote an n-twist link, with 

    W_n :=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    ,
  where the  generator is obtained by twisting the Hopf link.",Twist link,"We construct an n-B_MATH_TERM I_MATH_TERM  is  by interlocking n series of 1-twist loops, starting from the unknot. We let W_n denote an n-B_MATH_TERM I_MATH_TERM, with 

    W_n :=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    ,
  where the  generator is obtained by twisting the Hopf link.",O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Hitch knot,"Ashley \cite[\#50, p.\ 14]{ABOK} describes the \textit{half hitch} as ``tied with one end of a rope being passed around an object and secured to its own standing part with a single hitch'', see  \Figs{Fig:singledoublehitch}.

\begin{figure}[H]
\centering
\includegraphics[width=.6\linewidth]{single-double-hitch}
\caption{Single half hitch and double half hitches}
\label{Fig:singledoublehitch}
\end{figure}

We define a  \textit{$ n $-hitch knot} , denoted by $ H_n $, as the shadow obtained by joining together the two loose ends of a thread of $ n $ half hitches. The corresponding connected sum is given by  
\begin{equation}
H_n:=\protect\includegraphics[width=0.345\linewidth,valign=b]{Hn-connection}=\protect\includegraphics[width=0.21\linewidth,valign=b]{nHitch1}.
\end{equation} The knot $ H_1 $ is known as  \textit{trefoil} .",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"Ashley <cit.> describes the half hitch as “tied with one end of a rope being passed around an object and secured to its own standing part with a single hitch”, see  Fig:singledoublehitch.



    < g r a p h i c s >

Single half hitch and double half hitches



We define a  n-hitch knot , denoted by H_n, as the shadow obtained by joining together the two loose ends of a thread of n half hitches. The corresponding connected sum is given by  

    H_n:=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    .
 The knot H_1 is known as  trefoil .",Hitch knot,"Ashley <cit.> describes the half hitch as “tied with one end of a rope being passed around an object and secured to its own standing part with a single hitch”, see  Fig:singledoublehitch.



    < g r a p h i c s >

Single half hitch and double half hitches



We define a  n-B_MATH_TERM I_MATH_TERM , denoted by H_n, as the shadow obtained by joining together the two loose ends of a thread of n half hitches. The corresponding connected sum is given by  

    H_n:=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    .
 The knot H_1 is known as  trefoil .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Chain link,"An \textit{$ n $-chain link} consists of $ n $ unknotted circles embedded in $ S^3 $, linked together in a closed chain \cite{KPR}. 
\begin{figure}[H]
\centering
\includegraphics[width=.725\linewidth]{nchainlink}
\caption{$ n$-chain links,  $ n=0,1,2,12$.}
\end{figure}",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"An n-chain link consists of n unknotted circles embedded in S^3, linked together in a closed chain <cit.>. 


    < g r a p h i c s >

n-chain links,  n=0,1,2,12.
",Chain link,"An n-B_MATH_TERM I_MATH_TERM consists of n unknotted circles embedded in S^3, linked together in a closed chain <cit.>. 


    < g r a p h i c s >

n-B_MATH_TERM I_MATH_TERMs,  n=0,1,2,12.
",O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Twist bracelet,"An \textit{$ n $-twist bracelet}  (or a \textit{twisted $ n$-chain link} \cite{KPR}) consists of $ n $ twisted link intertwined together in a closed chain \cite{QM}.
\begin{figure}[H]
\centering
\includegraphics[width=.725\linewidth]{nbracelet}
\caption{$ n$-twist bracelets,  $ n=0,1,2,12$.}
\end{figure}",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"An n-twist bracelet  (or a twisted n-chain link <cit.>) consists of n twisted link intertwined together in a closed chain <cit.>.


    < g r a p h i c s >

n-twist bracelets,  n=0,1,2,12.
",Twist bracelet,"An n-B_MATH_TERM I_MATH_TERM  (or a twisted n-chain link <cit.>) consists of n twisted link intertwined together in a closed chain <cit.>.


    < g r a p h i c s >

n-B_MATH_TERM I_MATH_TERMs,  n=0,1,2,12.
",O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Ringbolt hitching,"By \textit{$ n $-ringbolt hitching} , we mean a series of $  n $ half hitches  that form a ridge around a ring or loop.
\begin{figure}[H]
\centering
\includegraphics[width=.725\linewidth]{ringbolt}
\caption{$ n$-twisted bracelet,  $ n=0,1,2,9 $.}
\end{figure}",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"By n-ringbolt hitching , we mean a series of n half hitches  that form a ridge around a ring or loop.


    < g r a p h i c s >

n-twisted bracelet,  n=0,1,2,9.
",Ringbolt hitching,"By n-B_MATH_TERM I_MATH_TERM , we mean a series of n half hitches  that form a ridge around a ring or loop.


    < g r a p h i c s >

n-twisted bracelet,  n=0,1,2,9.
",O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Sinnet of square knotting,"Ashley \cite[\#2906, p.\ 471]{ABOK} defines a \textit{chain sinnet}  as a knot which are made of one or more strands that are formed into successive loops, which are tucked though each other. Here, we borrow the term \textit{$ n $-sinnet of square knotting} to describe  a closed chain of $ n $ overhand knot, see \Figs{Fig:SinnetOfSquare}.
\begin{figure}[H]
\centering
\includegraphics[width=.725\linewidth]{squareclosed}
\caption{$ n$-sinnet of square knotting,  $ n=0,1,2,9 $.}
\label{Fig:SinnetOfSquare}
\end{figure}",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"Ashley <cit.> defines a chain sinnet  as a knot which are made of one or more strands that are formed into successive loops, which are tucked though each other. Here, we borrow the term n-sinnet of square knotting to describe  a closed chain of n overhand knot, see Fig:SinnetOfSquare.


    < g r a p h i c s >

n-sinnet of square knotting,  n=0,1,2,9.

",Sinnet of square knotting,"Ashley <cit.> defines a chain sinnet  as a knot which are made of one or more strands that are formed into successive loops, which are tucked though each other. Here, we borrow the term n-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM to describe  a closed chain of n overhand knot, see Fig:SinnetOfSquare.


    < g r a p h i c s >

n-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM,  n=0,1,2,9.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O
negative definite,"\label{def:eps_negdef}
		A symmetric matrix $M\in\Real^{m\times m}$ is called $\epsilon$-\emph{negative definite} if the probability of finding a $d$-dimensional linear subspace $D\in G(d,m)$ so that $A$ is convex over $D$ is smaller than $\epsilon^d$. That is, $P_r(\set{M\vert_D \succeq 0})\leq \epsilon^d$ where the probability is taken with respect to a Haar $O(m)$-invariant measure on the Grassmannian $G_r(d,m)$. 
	",/home/shufan/que_tex/concave_camera_ready.tex,definition + \emph{},"
		A symmetric matrix M∈^m× m is called ϵ-negative definite if the probability of finding a d-dimensional linear subspace D∈ G(d,m) so that A is convex over D is smaller than ϵ^d. That is, P_r(M|_D ≽ 0)≤ϵ^d where the probability is taken with respect to a Haar O(m)-invariant measure on the Grassmannian G_r(d,m). 
	",negative definite,"
		A symmetric matrix M∈^m× m is called ϵ-B_MATH_TERM I_MATH_TERM if the probability of finding a d-dimensional linear subspace D∈ G(d,m) so that A is convex over D is smaller than ϵ^d. That is, P_r(M|_D ≽ 0)≤ϵ^d where the probability is taken with respect to a Haar O(m)-invariant measure on the Grassmannian G_r(d,m). 
	",O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-labeled graphs,"
Given a weighted set $S$, the set of $S$\textit{-labeled graphs} is the set of graphs where each vertex is labelled by an element in $S$. We shall denote this set as $LG(S)$. We define the weight $w(g)$ of an element $g$ of $LG(S)$ to simply be the sum of the weights of its labels. We will also denote the subset of $LG(S)$ consisting of connected $S$-labeled graphs as $LCG(S)$. Note that we consider two graphs in $LG(S)$ to be equivalent if they are equivalent under a graph isomorphism that sends labeled vertices to similarly labeled vertices.
",/home/shufan/que_tex/1206.6174.tex,definition + \textit{},"
Given a weighted set S, the set of S-labeled graphs is the set of graphs where each vertex is labelled by an element in S. We shall denote this set as LG(S). We define the weight w(g) of an element g of LG(S) to simply be the sum of the weights of its labels. We will also denote the subset of LG(S) consisting of connected S-labeled graphs as LCG(S). Note that we consider two graphs in LG(S) to be equivalent if they are equivalent under a graph isomorphism that sends labeled vertices to similarly labeled vertices.
",-labeled graphs,"
Given a weighted set S, the set of SB_MATH_TERM I_MATH_TERM is the set of graphs where each vertex is labelled by an element in S. We shall denote this set as LG(S). We define the weight w(g) of an element g of LG(S) to simply be the sum of the weights of its labels. We will also denote the subset of LG(S) consisting of connected S-labeled graphs as LCG(S). Note that we consider two graphs in LG(S) to be equivalent if they are equivalent under a graph isomorphism that sends labeled vertices to similarly labeled vertices.
",O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-coalgebra homomorphism,"
\label{def.kA-coalg}Let $A$ be a commutative $\mathbf{k}$-algebra.

\textbf{(a)} Let $H$ be a $\mathbf{k}$-module, and let $G$ be an $A$-module.
For any $\mathbf{k}$-linear map $f:H\rightarrow G$, we let $f^{\sharp}$ denote
the $A$-linear map%
\[
\underline{A}\otimes H\rightarrow G,\ \ \ \ \ \ \ \ \ \ a\otimes h\mapsto
af\left(  h\right)  .
\]
(It is easy to see that this latter map is indeed well-defined and
$A$-linear.) For any $A$-linear map $g:\underline{A}\otimes H\rightarrow G$,
we let $g^{\flat}$ denote the $\mathbf{k}$-linear map%
\[
H\rightarrow G,\ \ \ \ \ \ \ \ \ \ h\mapsto g\left(  1\otimes h\right)  .
\]


Sometimes we will use the notations $f^{\sharp\left(  A,\mathbf{k}\right)  }$
and $g^{\flat\left(  A,\mathbf{k}\right)  }$ instead of $f^{\sharp}$ and
$g^{\flat}$ when the $A$ and the $\mathbf{k}$ are not clear from the context.

It is easy to see that $\left(  f^{\sharp}\right)  ^{\flat}=f$ for any
$\mathbf{k}$-linear map $f:H\rightarrow G$, and that $\left(  g^{\flat
}\right)  ^{\sharp}=g$ for any $A$-linear map $g:\underline{A}\otimes
H\rightarrow G$. Thus, the maps%
\begin{align}
\left\{  \mathbf{k}\text{-linear maps }H\rightarrow G\right\}   &
\rightarrow\left\{  A\text{-linear maps }\underline{A}\otimes H\rightarrow
G\right\}  ,\nonumber\\
f  &  \mapsto f^{\sharp} \label{eq.def.kA-coalg.dies}%
\end{align}
and%
\begin{align}
\left\{  A\text{-linear maps }\underline{A}\otimes H\rightarrow G\right\}   &
\rightarrow\left\{  \mathbf{k}\text{-linear maps }H\rightarrow G\right\}
,\nonumber\\
g  &  \mapsto g^{\flat} \label{eq.def.kA-coalg.bemol}%
\end{align}
are mutually inverse.

This is a particular case of an adjunction between functors (namely, the
Hom-tensor adjunction, with a slight simplification, also known as the
induction-restriction adjunction); this is also the reason why we are using
the $\sharp$ and $\flat$ notations. The maps (\ref{eq.def.kA-coalg.dies}) and
(\ref{eq.def.kA-coalg.bemol}) are natural in $H$ and $G$.

\textbf{(b)} Let $H$ be a $\mathbf{k}$-coalgebra, and let $G$ be an
$A$-coalgebra. A $\mathbf{k}$-linear map $f:H\rightarrow G$ is said to be a
$\left(  \mathbf{k},\underline{A}\right)  $\textit{-coalgebra homomorphism} if
the $A$-linear map $f^{\sharp}:\underline{A}\otimes H\rightarrow G$ is an
$A$-coalgebra homomorphism.
",/home/shufan/que_tex/1604.02969.tex,definition + \textit{},"
Let A be a commutative 𝐤-algebra.

(a) Let H be a 𝐤-module, and let G be an A-module.
For any 𝐤-linear map f:H→ G, we let f^♯ denote
the A-linear map

    A⊗ H→ G,          a⊗ h↦
    af(  h)  .

(It is easy to see that this latter map is indeed well-defined and
A-linear.) For any A-linear map g:A⊗ H→ G,
we let g^♭ denote the 𝐤-linear map

    H→ G,          h↦ g(  1⊗ h)  .



Sometimes we will use the notations f^♯(  A,𝐤)
and g^♭(  A,𝐤) instead of f^♯ and
g^♭ when the A and the 𝐤 are not clear from the context.

It is easy to see that (  f^♯)  ^♭=f for any
𝐤-linear map f:H→ G, and that (  g^♭)  ^♯=g for any A-linear map g:A⊗
H→ G. Thus, the maps

    {𝐤-linear maps H→ G}   →{  A-linear maps A⊗ H→
    G}  ,
    
    f     ↦ f^♯

and

    {  A-linear maps A⊗ H→ G}   →{𝐤-linear maps H→ G}
    ,
    
    g     ↦ g^♭

are mutually inverse.

This is a particular case of an adjunction between functors (namely, the
Hom-tensor adjunction, with a slight simplification, also known as the
induction-restriction adjunction); this is also the reason why we are using
the ♯ and ♭ notations. The maps (<ref>) and
(<ref>) are natural in H and G.

(b) Let H be a 𝐤-coalgebra, and let G be an
A-coalgebra. A 𝐤-linear map f:H→ G is said to be a
(  𝐤,A)-coalgebra homomorphism if
the A-linear map f^♯:A⊗ H→ G is an
A-coalgebra homomorphism.
",-coalgebra homomorphism,"
Let A be a commutative 𝐤-algebra.

(a) Let H be a 𝐤-module, and let G be an A-module.
For any 𝐤-linear map f:H→ G, we let f^♯ denote
the A-linear map

    A⊗ H→ G,          a⊗ h↦
    af(  h)  .

(It is easy to see that this latter map is indeed well-defined and
A-linear.) For any A-linear map g:A⊗ H→ G,
we let g^♭ denote the 𝐤-linear map

    H→ G,          h↦ g(  1⊗ h)  .



Sometimes we will use the notations f^♯(  A,𝐤)
and g^♭(  A,𝐤) instead of f^♯ and
g^♭ when the A and the 𝐤 are not clear from the context.

It is easy to see that (  f^♯)  ^♭=f for any
𝐤-linear map f:H→ G, and that (  g^♭)  ^♯=g for any A-linear map g:A⊗
H→ G. Thus, the maps

    {𝐤-linear maps H→ G}   →{  A-linear maps A⊗ H→
    G}  ,
    
    f     ↦ f^♯

and

    {  A-linear maps A⊗ H→ G}   →{𝐤-linear maps H→ G}
    ,
    
    g     ↦ g^♭

are mutually inverse.

This is a particular case of an adjunction between functors (namely, the
Hom-tensor adjunction, with a slight simplification, also known as the
induction-restriction adjunction); this is also the reason why we are using
the ♯ and ♭ notations. The maps (<ref>) and
(<ref>) are natural in H and G.

(b) Let H be a 𝐤-coalgebra, and let G be an
A-coalgebra. A 𝐤-linear map f:H→ G is said to be a
(  𝐤,A)B_MATH_TERM I_MATH_TERM if
the A-linear map f^♯:A⊗ H→ G is an
A-coalgebra homomorphism.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O
Stochastic safety radius,"\label{safety2}
Suppose we allow $\sigma^2$ to depend on $n$:
$
\displaystyle\sigma^2 = \frac{c^2}{\log(n)},
$
for some value $c\neq 0$.
For any $ \eta> 0$, we say that a
distance-based tree reconstruction method $M$ has $\eta$-stochastic safety radius
$s = s_n$ if for every binary phylogenetic $X$-tree $T$ on n leaves, with minimum
interior edge length $w_{\min}$, and with the distance matrix $\delta$ on $X$ described by the
random errors model, we have
\[
c < s\cdot w_{\min} \Rightarrow P(M(\delta) = T) \geq 1 - \eta.
\]",/home/shufan/que_tex/wupes15_Yoshida_et_al.tex,definition[],"
Suppose we allow σ^2 to depend on n:
σ^2 = c^2/log(n),
for some value c≠ 0.
For any η> 0, we say that a
distance-based tree reconstruction method M has η-stochastic safety radius
s = s_n if for every binary phylogenetic X-tree T on n leaves, with minimum
interior edge length w_min, and with the distance matrix δ on X described by the
random errors model, we have

    c < s· w_min⇒ P(M(δ) = T) ≥ 1 - η.
",Stochastic safety radius,"
Suppose we allow σ^2 to depend on n:
σ^2 = c^2/log(n),
for some value c≠ 0.
For any η> 0, we say that a
distance-based tree reconstruction method M has η-B_MATH_TERM I_MATH_TERM I_MATH_TERM
s = s_n if for every binary phylogenetic X-tree T on n leaves, with minimum
interior edge length w_min, and with the distance matrix δ on X described by the
random errors model, we have

    c < s· w_min⇒ P(M(δ) = T) ≥ 1 - η.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Differential Privacy Polytope,"\label{df:dp}
Fix $n\in\N$ and $\e\ge0$. The $\e$-differential privacy polytope, $\D\subset\R^{n\times n}$, is defined as follows:
\begin{align}\label{eq:sm}
\D=\left\{A\in\R^{n\times n}:\begin{array}{ll}\sum_j a_{ij}=1, & \forall\;1\le i\le n,\\
a_{ij}\ge 0, & \forall\;1\le i,j\le n,\\
a_{ij}\le e^\e a_{kj}, & \forall\;1\le i,j,k\le n.\end{array}\right\}.
\end{align}

%$\D$ consists of non-negative, stochastic matrices, with entries in the same column separated by a maximum multiplicative factor of $e^\e$.
The non-negativity and stochastic constraints ensure $\D$ is bounded. Therefore it is a polytope.

%We define $\D$ to be the set of all $n\times n$ non-negative stochastic matrices when $\e=\infty$.",/home/shufan/que_tex/1605.05510.tex,definition[],"
Fix n∈ and ≥0. The -differential privacy polytope, ⊂^n× n, is defined as follows:

    ={A∈^n× n:[    ∑_j a_ij=1,     ∀ 1≤ i≤ n,;       a_ij≥ 0,   ∀ 1≤ i,j≤ n,; a_ij≤ e^ a_kj, ∀ 1≤ i,j,k≤ n. ]}.



The non-negativity and stochastic constraints ensure  is bounded. Therefore it is a polytope.

",Differential Privacy Polytope,"
Fix n∈ and ≥0. The -B_MATH_TERM I_MATH_TERM I_MATH_TERM, ⊂^n× n, is defined as follows:

    ={A∈^n× n:[    ∑_j a_ij=1,     ∀ 1≤ i≤ n,;       a_ij≥ 0,   ∀ 1≤ i,j≤ n,; a_ij≤ e^ a_kj, ∀ 1≤ i,j,k≤ n. ]}.



The non-negativity and stochastic constraints ensure  is bounded. Therefore it is a polytope.

",O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
basic anti-uniform function,"
Let $X$ be a finite set and let $S$ be a homogeneous collection of ordered 
subsets of $X$ of size $k$. Let $\mu = (\mu_1,\dots,\mu_m)$ and $\nu=(\nu_1,\dots,\nu_m)$ be 
two sequences of measures on $X$. A $(\mu,\nu)$-\emph{basic anti-uniform function}
is a function of the form $\circ_j(g_{i_1}, \dots, g_{i_{j-1}}, f_{i_{j+1}}, 
\dots, f_{i_k})$, where $1\leq j\leq k$, $i_1,\dots,i_k$ are distinct and 
$0\leq g_{i_h}\leq \nu_{i_h}$ and $0\leq f_{i_h}\leq\mu_{i_h}$ for 
every $h$ between $1$ and $k$. Let $\Phi_{\mu, \nu}$ be the set of all 
$(\mu,\nu)$-basic anti-uniform functions 
and define the norm $\|.\|_{\mu,\nu}$ by taking $\|h\|_{\mu,\nu}$ to be 
$\max\{|\sp{h,\phi}|:\phi\in\Phi_{\mu,\nu}\}$.
",/home/shufan/que_tex/1011.4310.tex,definition + \emph{},"
Let X be a finite set and let S be a homogeneous collection of ordered 
subsets of X of size k. Let μ = (μ_1,…,μ_m) and ν=(ν_1,…,ν_m) be 
two sequences of measures on X. A (μ,ν)-basic anti-uniform function
is a function of the form ∘_j(g_i_1, …, g_i_j-1, f_i_j+1, 
…, f_i_k), where 1≤ j≤ k, i_1,…,i_k are distinct and 
0≤ g_i_h≤ν_i_h and 0≤ f_i_h≤μ_i_h for 
every h between 1 and k. Let Φ_μ, ν be the set of all 
(μ,ν)-basic anti-uniform functions 
and define the norm ._μ,ν by taking h_μ,ν to be 
max{|h,ϕ|:ϕ∈Φ_μ,ν}.
",basic anti-uniform function,"
Let X be a finite set and let S be a homogeneous collection of ordered 
subsets of X of size k. Let μ = (μ_1,…,μ_m) and ν=(ν_1,…,ν_m) be 
two sequences of measures on X. A (μ,ν)-B_MATH_TERM I_MATH_TERM I_MATH_TERM
is a function of the form ∘_j(g_i_1, …, g_i_j-1, f_i_j+1, 
…, f_i_k), where 1≤ j≤ k, i_1,…,i_k are distinct and 
0≤ g_i_h≤ν_i_h and 0≤ f_i_h≤μ_i_h for 
every h between 1 and k. Let Φ_μ, ν be the set of all 
(μ,ν)-basic anti-uniform functions 
and define the norm ._μ,ν by taking h_μ,ν to be 
max{|h,ϕ|:ϕ∈Φ_μ,ν}.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Almost packing,"\label{def:almostpack}
Let $\mathcal F=\{F_i\}_{i\in[k]}$ be a family of graphs. 
For a graph~$G$, a family of sets $\{R_i\}_{i\in[k]}$ with $R_i\subset V(F_i)$ and a family of maps
$\{h_i\}_{i\in[k]}$ with $h_i:V(F_i)\setminus R_i\rightarrow V(G)$ we say that
$\{h_i,R_i\}_{i\in[k]}$ is an \DEF{$\ell$-almost packing} of $\mathcal F$ into~$G$ if
\begin{enumerate}[label=\abc]
\item $\{h_i\}_{i\in[k]}$ is a packing of the family $\{F_i-R_i\}_{i\in[k]}$ into the graph $G$,
\item\label{def:almostpack:R} we have $|R_i|\le \ell$ for each $i\in [k]$, and
\item\label{def:almostpack:RN} for each $v\in V(G)$, \  
$\sum_{j\in[k]} |\big\{x\in h^{-1}_{j}(v)\colon\, \exists xy\in E(F_{j})
\text{ such that $y\in R_j$}\big\}| \le \ell$.
%$\sum_{j\in[k]}|h_j^{-1}(v)\cap \neighbor_{F_j}(R_j)|\le \ell$.
\end{enumerate}

We say that $\mathcal F$ \DEF{$\ell$-almost packs} into a graph $G$ if there exist $\{R_i\}_{i\in[k]}$ and $\{h_i\}_{i\in[k]}$ such that $\{h_i,R_i\}_{i\in[k]}$ is an $\ell$-almost packing of $\mathcal F$ into~$G$.",/home/shufan/que_tex/tree-packing.tex,definition[],"
Let ℱ={F_i}_i∈[k] be a family of graphs. 
For a graph G, a family of sets {R_i}_i∈[k] with R_i⊂ V(F_i) and a family of maps
{h_i}_i∈[k] with h_i:V(F_i)∖ R_i→ V(G) we say that
{h_i,R_i}_i∈[k] is an ℓ-almost packing of ℱ into G if


  * {h_i}_i∈[k] is a packing of the family {F_i-R_i}_i∈[k] into the graph G,

  *  we have |R_i|≤ℓ for each i∈ [k], and

  *  for each v∈ V(G),   
∑_j∈[k] |{x∈ h^-1_j(v) ∃ xy∈ E(F_j)
 such that y∈ R_j}| ≤ℓ.



We say that ℱ ℓ-almost packs into a graph G if there exist {R_i}_i∈[k] and {h_i}_i∈[k] such that {h_i,R_i}_i∈[k] is an ℓ-almost packing of ℱ into G.",Almost packing,"
Let ℱ={F_i}_i∈[k] be a family of graphs. 
For a graph G, a family of sets {R_i}_i∈[k] with R_i⊂ V(F_i) and a family of maps
{h_i}_i∈[k] with h_i:V(F_i)∖ R_i→ V(G) we say that
{h_i,R_i}_i∈[k] is an ℓ-B_MATH_TERM I_MATH_TERM of ℱ into G if


  * {h_i}_i∈[k] is a packing of the family {F_i-R_i}_i∈[k] into the graph G,

  *  we have |R_i|≤ℓ for each i∈ [k], and

  *  for each v∈ V(G),   
∑_j∈[k] |{x∈ h^-1_j(v) ∃ xy∈ E(F_j)
 such that y∈ R_j}| ≤ℓ.



We say that ℱ ℓ-almost packs into a graph G if there exist {R_i}_i∈[k] and {h_i}_i∈[k] such that {h_i,R_i}_i∈[k] is an ℓ-B_MATH_TERM I_MATH_TERM of ℱ into G.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O
homology manifold;homology sphere,"
Let $\mathbf{k}$ be a field or the ring of integers, and let $\Delta$ be a $d$-dimensional simplicial complex.  We say that $\Delta$ is a $\mathbf{k}$-\textit{homology manifold} if 
\begin{displaymath}
\widetilde{H}_i(\lk_{\Delta}(F);\mathbf{k}) \cong 
\begin{cases}
\mathbf{k} & \text{ if $i = d-|F|$,} \\
0 & \text{otherwise,}
\end{cases}
\end{displaymath}
for all nonempty faces $F \in \Delta$.  If, in addition, $||\Delta||$ has the homology of $\mathbb{S}^{d}$ over $\mathbf{k}$, we say that $\Delta$ is a $\mathbf{k}$-\textit{homology sphere} .
",/home/shufan/que_tex/edmondsklee-final.tex,definition + \textit{},"
Let 𝐤 be a field or the ring of integers, and let Δ be a d-dimensional simplicial complex.  We say that Δ is a 𝐤-homology manifold if 

H_i(_Δ(F);𝐤) ≅
𝐤      if i = d-|F|, 

0     otherwise,


for all nonempty faces F ∈Δ.  If, in addition, ||Δ|| has the homology of 𝕊^d over 𝐤, we say that Δ is a 𝐤-homology sphere .
",homology manifold;homology sphere,"
Let 𝐤 be a field or the ring of integers, and let Δ be a d-dimensional simplicial complex.  We say that Δ is a 𝐤-B_MATH_TERM I_MATH_TERM if 

H_i(_Δ(F);𝐤) ≅
𝐤      if i = d-|F|, 

0     otherwise,


for all nonempty faces F ∈Δ.  If, in addition, ||Δ|| has the homology of 𝕊^d over 𝐤, we say that Δ is a 𝐤-B_MATH_TERM I_MATH_TERM .
",O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O
