term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
valid assignment,"\label{def:valid}
Let $\mathbb G$ be a graph on vertex set $[\nR]$, let $T$ be a tree,
$\rho\in[0,1]$ and $L\in\mathbb N$. A mapping $h\colon V(T)\rightarrow [\nR]$ is
a \emph{$(\rho,L)$-valid assignment} of $T$ to $\mathbb G$ if 
\begin{enumerate}[label={\rm \arabic{*}.},ref={\rm \arabic{*}}]  
  \item \label{def:valid:hom} $h$ is a homomorphism from $T$ to
  $\mathbb G$,
  \item \label{def:valid:N}$|h(\neighbor_T(x))|\le 2$, for every $x\in V(T)$,
  \item \label{def:valid:place} $|h^{-1}(i)|<(1-\rho)L$, for every $i\in[\nR]$.
\end{enumerate}",/home/shufan/que_tex/schelp.tex,definition[],"
Let 𝔾 be a graph on vertex set [], let T be a tree,
ρ∈[0,1] and L∈ℕ. A mapping h V(T)→ [] is
a (ρ,L)-valid assignment of T to 𝔾 if 
  
  
  *  h is a homomorphism from T to
  𝔾,
  
  * |h(_T(x))|≤ 2, for every x∈ V(T),
  
  *  |h^-1(i)|<(1-ρ)L, for every i∈[].
",valid assignment,"
Let 𝔾 be a graph on vertex set [], let T be a tree,
ρ∈[0,1] and L∈ℕ. A mapping h V(T)→ [] is
a (ρ,L)-B_MATH_TERM I_MATH_TERM of T to 𝔾 if 
  
  
  *  h is a homomorphism from T to
  𝔾,
  
  * |h(_T(x))|≤ 2, for every x∈ V(T),
  
  *  |h^-1(i)|<(1-ρ)L, for every i∈[].
",O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O
moves,"
As explained in the introduction, a configuration of $N$ chips on the infinite path graph~$\mathbb{Z}$ corresponds to a vector $v=(v_1,\ldots,v_N)\in \Z^N$ where $v_i$ is the position of \chip i. We also want to sometimes consider vectors $v\in(\Z+\frac12)^N$, which we think of as configurations of $N$ labeled chips on the graph~$\Z+\frac12$ which is isomorphic to $\Z$ but has vertex labels shifted by $\frac12$. Given a configuration $v\in\Z^N$ or $v\in(\Z+\frac12)^N$, we define the following four types of \emph{moves}:
  \begin{enumerate}[(a)]
  \item\label{move:A} for $i<j$, if chips~\chip i and \chip j are in the same position (i.e., $v_i=v_j$), move chip~\chip i one step to the right (i.e., increase $v_i$ by $1$) and chip~\chip j one step to the left (i.e., decrease $v_j$ by $1$);
  \item\label{move:B} for $i\in[N]$, if chip~\chip i is at the origin (i.e., $v_i=0$), move it one step to the right;
  \item\label{move:C} for $i\in[N]$, if chip~\chip i is at the origin (i.e., $v_i=0$), move it two steps to the right;
  \item\label{move:D} for $i<j$, if chips~\chip i and \chip j are in the opposite positions (i.e., $v_i=-v_j$), move both chips one step to the right.
  \end{enumerate}
",/home/shufan/que_tex/central_firing.tex,definition + \emph{},"
As explained in the introduction, a configuration of N chips on the infinite path graph ℤ corresponds to a vector v=(v_1,…,v_N)∈^N where v_i is the position of i. We also want to sometimes consider vectors v∈(+1/2)^N, which we think of as configurations of N labeled chips on the graph +1/2 which is isomorphic to  but has vertex labels shifted by 1/2. Given a configuration v∈^N or v∈(+1/2)^N, we define the following four types of moves:
  
  
  *  for i<j, if chips i and j are in the same position (i.e., v_i=v_j), move chip i one step to the right (i.e., increase v_i by 1) and chip j one step to the left (i.e., decrease v_j by 1);
  
  *  for i∈[N], if chip i is at the origin (i.e., v_i=0), move it one step to the right;
  
  *  for i∈[N], if chip i is at the origin (i.e., v_i=0), move it two steps to the right;
  
  *  for i<j, if chips i and j are in the opposite positions (i.e., v_i=-v_j), move both chips one step to the right.
  
",moves,"
As explained in the introduction, a configuration of N chips on the infinite path graph ℤ corresponds to a vector v=(v_1,…,v_N)∈^N where v_i is the position of i. We also want to sometimes consider vectors v∈(+1/2)^N, which we think of as configurations of N labeled chips on the graph +1/2 which is isomorphic to  but has vertex labels shifted by 1/2. Given a configuration v∈^N or v∈(+1/2)^N, we define the following four types of B_MATH_TERM:
  
  
  *  for i<j, if chips i and j are in the same position (i.e., v_i=v_j), move chip i one step to the right (i.e., increase v_i by 1) and chip j one step to the left (i.e., decrease v_j by 1);
  
  *  for i∈[N], if chip i is at the origin (i.e., v_i=0), move it one step to the right;
  
  *  for i∈[N], if chip i is at the origin (i.e., v_i=0), move it two steps to the right;
  
  *  for i<j, if chips i and j are in the opposite positions (i.e., v_i=-v_j), move both chips one step to the right.
  
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
resilient,"
\label{PisRes}
Let $\mc P$ be a monotone increasing graph property, let
$G=G_n$ denote a family of graphs (where $G_n$ is a graph on $n$
vertices), let $0< p=p(n)< 1$ and let $0\le r\le 1$. We
say that $\mc P$ is $(G,p,r)$-\emph{resilient} if the local
resilience of a graph $G'\sim \gnp(G,p)$ with respect to
$\mc P$ is \aas at least $r$.
",/home/shufan/que_tex/1310.4096.tex,definition + \emph{},"

Let P be a monotone increasing graph property, let
G=G_n denote a family of graphs (where G_n is a graph on n
vertices), let 0< p=p(n)< 1 and let 0≤ r≤ 1. We
say that P is (G,p,r)-resilient if the local
resilience of a graph G'∼(G,p) with respect to
P is at least r.
",resilient,"

Let P be a monotone increasing graph property, let
G=G_n denote a family of graphs (where G_n is a graph on n
vertices), let 0< p=p(n)< 1 and let 0≤ r≤ 1. We
say that P is (G,p,r)-B_MATH_TERM if the local
resilience of a graph G'∼(G,p) with respect to
P is at least r.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Difference Set,"%Suppose $D = \{x_1, \dots , x_m\}$ is an {\bf $(n,m,\lambda)$-difference set} in $\G$.
Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m,\lambda)$-difference set}} (or \textbf{\textit{$(n,m,\lambda)$-DS}})
is a set  $A_1 \subseteq \G$, such that
the following multiset equation holds:
\[ \D(A_1) = \lambda (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"
Let  be an additive abelian group of order n.
An (n,m,λ)-difference set (or (n,m,λ)-DS)
is a set  A_1 ⊆, such that
the following multiset equation holds:

    (A_1) = λ (∖{0}).
",Difference Set,"
Let  be an additive abelian group of order n.
An (n,m,λ)-B_MATH_TERM I_MATH_TERM (or (n,m,λ)-DS)
is a set  A_1 ⊆, such that
the following multiset equation holds:

    (A_1) = λ (∖{0}).
",O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O
Difference Family,"Let $\G$ be an additive abelian group of order $n$.
    An \textbf{\textit{$(n,m,k,\lambda)$-difference family}} (or \textbf{\textit{$(n,m,k,\lambda)$-DF}})
is a set of $m$ %(not necessarily disjoint) 
$k$-subsets of $\G$, say $A_1, \dots , A_m$, such that
the following multiset equation holds:
\[ \bigcup _{i}^{}\D(A_i)  = \lambda (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
    An (n,m,k,λ)-difference family (or (n,m,k,λ)-DF)
is a set of m 
k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds:

    ⋃ _i^(A_i)  = λ (∖{0}).
",Difference Family,"Let  be an additive abelian group of order n.
    An (n,m,k,λ)-B_MATH_TERM I_MATH_TERM (or (n,m,k,λ)-DF)
is a set of m 
k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds:

    ⋃ _i^(A_i)  = λ (∖{0}).
",O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O
External difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m,k,\lambda)$-external difference family}} (or \textbf{\textit{$(n,m,k,\lambda)$-EDF}})
is a set of $m$ disjoint $k$-subsets of $\G$, say $A_1, \dots , A_m$, such that
the following multiset equation holds:
\[ \bigcup _{\{ i,j : i \neq j\} }^{}\D(A_i,A_j)  = \lambda (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m,k,λ)-external difference family (or (n,m,k,λ)-EDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds:

    ⋃ _{ i,j : i ≠ j}^(A_i,A_j)  = λ (∖{0}).
",External difference family,"Let  be an additive abelian group of order n.
An (n,m,k,λ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM (or (n,m,k,λ)-EDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds:

    ⋃ _{ i,j : i ≠ j}^(A_i,A_j)  = λ (∖{0}).
",O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bounded external difference family,"Let $\G$ be an additive abelian group of order $n$.
A \textbf{\textit{$(n,m,k,\lambda)$-bounded external difference family}} 
(or \textbf{\textit{$(n,m,k,\lambda)$-BEDF}})
is a set of $m$ disjoint $k$-subsets of $\G$, say $A_1, \dots , A_m$, such that
the following condition holds for every $g \in \G \setminus \{0\}$:
\[ |\{ x-y: x-y = g, x \in A_i, y \in A_j,  i \neq j\}|  \leq \lambda .\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
A (n,m,k,λ)-bounded external difference family 
(or (n,m,k,λ)-BEDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following condition holds for every g ∈∖{0}:

    |{ x-y: x-y = g, x ∈ A_i, y ∈ A_j,  i ≠ j}|  ≤λ .
",Bounded external difference family,"Let  be an additive abelian group of order n.
A (n,m,k,λ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM 
(or (n,m,k,λ)-BEDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following condition holds for every g ∈∖{0}:

    |{ x-y: x-y = g, x ∈ A_i, y ∈ A_j,  i ≠ j}|  ≤λ .
",O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Strong external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m,k;\lambda)$-strong external difference family}}
(or \textbf{\textit{$(n,m,k;\lambda)$-SEDF}})
is a set of $m$ disjoint $k$-subsets of $\G$, say $A_1, \dots , A_m$, such that
the following multiset equation holds for every $i$, $1 \leq i \leq m$:
\begin{equation}
\label{SEDF.eq}  \bigcup _{\{ j : j \neq i\} }^{}\D(A_i,A_j)   = \lambda (\G \setminus \{0\}).
\end{equation}",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m,k;λ)-strong external difference family
(or (n,m,k;λ)-SEDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds for every i, 1 ≤ i ≤ m:

    ⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ (∖{0}).
",Strong external difference family,"Let  be an additive abelian group of order n.
An (n,m,k;λ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM
(or (n,m,k;λ)-SEDF)
is a set of m disjoint k-subsets of , say A_1, … , A_m, such that
the following multiset equation holds for every i, 1 ≤ i ≤ m:

    ⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ (∖{0}).
",O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Generalized external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda)$-generalized external difference family}} 
(or \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda)$-GEDF}})
is a set of $m$ disjoint subsets of $\G$, say $A_1, \dots , A_m$, such that
$|A_i| = k_i$ for $1 \leq i \leq m$ and 
the following multiset equation holds:
\[ \bigcup _{\{ i,j : i \neq j\} }^{}\D(A_i,A_j)   = \lambda (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ)-generalized external difference family 
(or (n,m;k_1, … , k_m;λ)-GEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds:

    ⋃ _{ i,j : i ≠ j}^(A_i,A_j)   = λ (∖{0}).
",Generalized external difference family,"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM 
(or (n,m;k_1, … , k_m;λ)-GEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds:

    ⋃ _{ i,j : i ≠ j}^(A_i,A_j)   = λ (∖{0}).
",O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Generalized strong external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda_1, \dots , \lambda_m)$-generalized strong external difference family}} 
(or \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda_1, \dots , \lambda_m)$-GSEDF}})
is a set of $m$ disjoint subsets of $\G$, say $A_1, \dots , A_m$, such that
$|A_i| = k_i$ for $1 \leq i \leq m$ and 
the following multiset equation holds for every $i$, $1 \leq i \leq m$:
\[ \bigcup _{\{ j : j \neq i\} }^{}\D(A_i,A_j)   = \lambda_i (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ_1, … , λ_m)-generalized strong external difference family 
(or (n,m;k_1, … , k_m;λ_1, … , λ_m)-GSEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds for every i, 1 ≤ i ≤ m:

    ⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ_i (∖{0}).
",Generalized strong external difference family,"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ_1, … , λ_m)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM 
(or (n,m;k_1, … , k_m;λ_1, … , λ_m)-GSEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds for every i, 1 ≤ i ≤ m:

    ⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ_i (∖{0}).
",O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bounded generalized strong external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda_1, \dots , \lambda_m)$-bounded generalized strong external difference family}} 
(or \textbf{\textit{$(n,m;k_1, \dots , k_m;\lambda_1, \dots , \lambda_m)$-BGSEDF}})
is a set of $m$ disjoint subsets of $\G$, say $A_1, \dots , A_m$, such that
$|A_i| = k_i$ for $1 \leq i \leq m$ and 
the following multiset equation holds for every $j$, $1 \leq j \leq m$, 
and for every $g \in \G \setminus \{0\}$:
\[ |\{ x-y: x-y = g, x \in A_i, y \in A_j,  i \neq j\}|  \leq \lambda_j .\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ_1, … , λ_m)-bounded generalized strong external difference family 
(or (n,m;k_1, … , k_m;λ_1, … , λ_m)-BGSEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds for every j, 1 ≤ j ≤ m, 
and for every g ∈∖{0}:

    |{ x-y: x-y = g, x ∈ A_i, y ∈ A_j,  i ≠ j}|  ≤λ_j .
",Bounded generalized strong external difference family,"Let  be an additive abelian group of order n.
An (n,m;k_1, … , k_m;λ_1, … , λ_m)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM 
(or (n,m;k_1, … , k_m;λ_1, … , λ_m)-BGSEDF)
is a set of m disjoint subsets of , say A_1, … , A_m, such that
|A_i| = k_i for 1 ≤ i ≤ m and 
the following multiset equation holds for every j, 1 ≤ j ≤ m, 
and for every g ∈∖{0}:

    |{ x-y: x-y = g, x ∈ A_i, y ∈ A_j,  i ≠ j}|  ≤λ_j .
",O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Partitioned external difference family,"Let $\G$ be an additive abelian group of order $n$.
An \textbf{\textit{$(n,m;c_1, \dots , c_{\ell} ;k_1, \dots , k_{\ell};\lambda_1, \dots , \lambda_{\ell})$-partitioned external difference family}}
(or \textbf{\textit{$(n,m;c_1, \dots , c_{\ell} ;k_1, \dots , k_{\ell};\lambda_1, \dots , \lambda_{\ell})$-PEDF}})
is a set of $m= \sum_i c_i$ disjoint subsets of $\G$, say $A_1, \dots , A_m$, such that
there are $c_h$ subsets of size $k_h$, for $1 \leq h \leq \ell$, and 
the following multiset equation holds for every $h$, $1 \leq h \leq \ell$:
\[ \bigcup _{\{ i : |A_i| = c_h\} }^{} \bigcup _{\{ j : j \neq i\} }^{}\D(A_i,A_j)   = \lambda_i (\G \setminus \{0\}).\]",/home/shufan/que_tex/1506.02711.tex,definition[],"Let  be an additive abelian group of order n.
An (n,m;c_1, … , c_ℓ ;k_1, … , k_ℓ;λ_1, … , λ_ℓ)-partitioned external difference family
(or (n,m;c_1, … , c_ℓ ;k_1, … , k_ℓ;λ_1, … , λ_ℓ)-PEDF)
is a set of m= ∑_i c_i disjoint subsets of , say A_1, … , A_m, such that
there are c_h subsets of size k_h, for 1 ≤ h ≤ℓ, and 
the following multiset equation holds for every h, 1 ≤ h ≤ℓ:

    ⋃ _{ i : |A_i| = c_h}^⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ_i (∖{0}).
",Partitioned external difference family,"Let  be an additive abelian group of order n.
An (n,m;c_1, … , c_ℓ ;k_1, … , k_ℓ;λ_1, … , λ_ℓ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM
(or (n,m;c_1, … , c_ℓ ;k_1, … , k_ℓ;λ_1, … , λ_ℓ)-PEDF)
is a set of m= ∑_i c_i disjoint subsets of , say A_1, … , A_m, such that
there are c_h subsets of size k_h, for 1 ≤ h ≤ℓ, and 
the following multiset equation holds for every h, 1 ≤ h ≤ℓ:

    ⋃ _{ i : |A_i| = c_h}^⋃ _{ j : j ≠ i}^(A_i,A_j)   = λ_i (∖{0}).
",O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
DISC,"\label{def:dense-uniform}
A weighted bipartite graph $G \colon X \x Y \to [0,1]$ is said to satisfy the \emph{discrepancy} condition $\DISC(q,\epsilon)$ if
  \begin{equation} \label{eq:disc-dense}
    \abs{\int_{\substack{x \in X
        \\ y \in Y}} (G(x,y) - q) u(x) v(y) \ dxdy } \leq \epsilon
  \end{equation}
  for all functions $u \colon X \to [0,1]$ and $v \colon Y \to [0,1]$. In any weighted graph $G$, if $X$ and $Y$ are subsets of vertices of $G$, we say that the pair $(X, Y)_G$ satisfies $\DISC(q,  \epsilon)$ if the induced weighted graph on $X \x Y$ satisfies $\DISC(q,\epsilon)$.",/home/shufan/que_tex/sparse_counting_submitted_with_REF.tex,definition[],"
A weighted bipartite graph G  X  Y → [0,1] is said to satisfy the discrepancy condition (q,ϵ) if
  
    ∫_x ∈ X
            
     y ∈ Y (G(x,y) - q) u(x) v(y)  dxdy ≤ϵ

  for all functions u  X → [0,1] and v  Y → [0,1]. In any weighted graph G, if X and Y are subsets of vertices of G, we say that the pair (X, Y)_G satisfies (q,  ϵ) if the induced weighted graph on X  Y satisfies (q,ϵ).",DISC,"
A weighted bipartite graph G  X  Y → [0,1] is said to satisfy the B_MATH_TERMrepancy condition _MATH_TERM(q,ϵ) if
  
    ∫_x ∈ X
            
     y ∈ Y (G(x,y) - q) u(x) v(y)  dxdy ≤ϵ

  for all functions u  X → [0,1] and v  Y → [0,1]. In any weighted graph G, if X and Y are subsets of vertices of G, we say that the pair (X, Y)_G satisfies _MATH_TERM(q,  ϵ) if the induced weighted graph on X  Y satisfies _MATH_TERM(q,ϵ).",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Twist link,"We construct an \textit{$ n $-twist link}  is  by interlocking $ n $ series of $ 1 $-twist loops, starting from the unknot. We let $ W_n $ denote an $ n $-twist link, with 
\begin{equation}
W_n :=\protect\includegraphics[width=0.45\linewidth,valign=c]{Wn-connection}=\protect\includegraphics[width=0.28\linewidth,valign=c]{nTwistLink1},
\end{equation}  where the  generator is obtained by twisting the Hopf link.",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"We construct an n-twist link  is  by interlocking n series of 1-twist loops, starting from the unknot. We let W_n denote an n-twist link, with 

    W_n :=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    ,
  where the  generator is obtained by twisting the Hopf link.",Twist link,"We construct an n-B_MATH_TERM I_MATH_TERM  is  by interlocking n series of 1-twist loops, starting from the unknot. We let W_n denote an n-B_MATH_TERM I_MATH_TERM, with 

    W_n :=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    ,
  where the  generator is obtained by twisting the Hopf link.",O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Hitch knot,"Ashley \cite[\#50, p.\ 14]{ABOK} describes the \textit{half hitch} as ``tied with one end of a rope being passed around an object and secured to its own standing part with a single hitch'', see  \Figs{Fig:singledoublehitch}.

\begin{figure}[H]
\centering
\includegraphics[width=.6\linewidth]{single-double-hitch}
\caption{Single half hitch and double half hitches}
\label{Fig:singledoublehitch}
\end{figure}

We define a  \textit{$ n $-hitch knot} , denoted by $ H_n $, as the shadow obtained by joining together the two loose ends of a thread of $ n $ half hitches. The corresponding connected sum is given by  
\begin{equation}
H_n:=\protect\includegraphics[width=0.345\linewidth,valign=b]{Hn-connection}=\protect\includegraphics[width=0.21\linewidth,valign=b]{nHitch1}.
\end{equation} The knot $ H_1 $ is known as  \textit{trefoil} .",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"Ashley <cit.> describes the half hitch as “tied with one end of a rope being passed around an object and secured to its own standing part with a single hitch”, see  Fig:singledoublehitch.



    < g r a p h i c s >

Single half hitch and double half hitches



We define a  n-hitch knot , denoted by H_n, as the shadow obtained by joining together the two loose ends of a thread of n half hitches. The corresponding connected sum is given by  

    H_n:=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    .
 The knot H_1 is known as  trefoil .",Hitch knot,"Ashley <cit.> describes the half hitch as “tied with one end of a rope being passed around an object and secured to its own standing part with a single hitch”, see  Fig:singledoublehitch.



    < g r a p h i c s >

Single half hitch and double half hitches



We define a  n-B_MATH_TERM I_MATH_TERM , denoted by H_n, as the shadow obtained by joining together the two loose ends of a thread of n half hitches. The corresponding connected sum is given by  

    H_n:=
        < g r a p h i c s >
    =
        < g r a p h i c s >
    .
 The knot H_1 is known as  trefoil .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Foil knot,"An \textit{$ n $-foil} \cite{RR} is a knot obtained by winding $ n $ times around a circle in the interior of the torus, and $ 2 $ times around its axis of rotational symmetry \cite[p.\ 107]{Adams}. 
\begin{figure}[H]
\centering
\includegraphics[width=.725\linewidth]{n-foil}
\caption{$ n$-foil knots,  $ n=0,1,2,9$}
\label{fig:twistloopclosed}
\end{figure}",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"An n-foil <cit.> is a knot obtained by winding n times around a circle in the interior of the torus, and 2 times around its axis of rotational symmetry <cit.>. 


    < g r a p h i c s >

n-foil knots,  n=0,1,2,9

",Foil knot,"An n-foil <cit.> is a knot obtained by winding n times around a circle in the interior of the torus, and 2 times around its axis of rotational symmetry <cit.>. 


    < g r a p h i c s >

n-B_MATH_TERM I_MATH_TERMs,  n=0,1,2,9

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Chain link,"An \textit{$ n $-chain link} consists of $ n $ unknotted circles embedded in $ S^3 $, linked together in a closed chain \cite{KPR}. 
\begin{figure}[H]
\centering
\includegraphics[width=.725\linewidth]{nchainlink}
\caption{$ n$-chain links,  $ n=0,1,2,12$.}
\end{figure}",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"An n-chain link consists of n unknotted circles embedded in S^3, linked together in a closed chain <cit.>. 


    < g r a p h i c s >

n-chain links,  n=0,1,2,12.
",Chain link,"An n-B_MATH_TERM I_MATH_TERM consists of n unknotted circles embedded in S^3, linked together in a closed chain <cit.>. 


    < g r a p h i c s >

n-B_MATH_TERM I_MATH_TERMs,  n=0,1,2,12.
",O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Twist bracelet,"An \textit{$ n $-twist bracelet}  (or a \textit{twisted $ n$-chain link} \cite{KPR}) consists of $ n $ twisted link intertwined together in a closed chain \cite{QM}.
\begin{figure}[H]
\centering
\includegraphics[width=.725\linewidth]{nbracelet}
\caption{$ n$-twist bracelets,  $ n=0,1,2,12$.}
\end{figure}",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"An n-twist bracelet  (or a twisted n-chain link <cit.>) consists of n twisted link intertwined together in a closed chain <cit.>.


    < g r a p h i c s >

n-twist bracelets,  n=0,1,2,12.
",Twist bracelet,"An n-B_MATH_TERM I_MATH_TERM  (or a twisted n-chain link <cit.>) consists of n twisted link intertwined together in a closed chain <cit.>.


    < g r a p h i c s >

n-B_MATH_TERM I_MATH_TERMs,  n=0,1,2,12.
",O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Ringbolt hitching,"By \textit{$ n $-ringbolt hitching} , we mean a series of $  n $ half hitches  that form a ridge around a ring or loop.
\begin{figure}[H]
\centering
\includegraphics[width=.725\linewidth]{ringbolt}
\caption{$ n$-twisted bracelet,  $ n=0,1,2,9 $.}
\end{figure}",/home/shufan/que_tex/statistic_knot.tex.tex,definition[],"By n-ringbolt hitching , we mean a series of n half hitches  that form a ridge around a ring or loop.


    < g r a p h i c s >

n-twisted bracelet,  n=0,1,2,9.
",Ringbolt hitching,"By n-B_MATH_TERM I_MATH_TERM , we mean a series of n half hitches  that form a ridge around a ring or loop.


    < g r a p h i c s >

n-twisted bracelet,  n=0,1,2,9.
",O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
