term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
colours,"\label{switchings}
Let $\varGamma=\varGamma(V,E)$ be a directed multigraph,
and let $\alpha:E\to \mathbb{R}_+$ be a positive weighting
of the edges of $\varGamma$.  Fix a non-empty finite set $C$, whose elements we will
call \textit{colours}, and let $c:E\to C$ be an edge colouring of $\varGamma$  (which need not be proper).
For all $v\in V$ and $c\in C$ denote by $\varGamma_c^-(v)$ the set of
edges of colour~$c$ entering~$v$, and by $\varGamma_c^+(v)$ the
set of edges of colour $c$ leaving~$v$.

We introduce the set of variables $\{N(v) : v\in V\}\cup\{s(e) : e\in E\}$
and consider the following system
of linear inequalities on these variables:
\begin{align}
   N(v) \ge 0,& \qquad (v\in V) \label{ineq1} \\
   s(e) \ge 0,& \qquad (e\in E) \label{ineq2}\displaybreak[0]  \\
   \sum_{e\in\varGamma_c^-(v)} s(e) \le N(v),&
     \qquad(v\in V,\,\, c\in C) \label{ineq3}\\
   \sum_{e\in\varGamma_c^+(v)} \alpha(e)s(e) \ge N(v),&
     \qquad(v\in V,\,\, c\in C,\,\, \varGamma_c^+(v)\ne\emptyset). \label{ineq4}
\end{align}
Let $C(v)=\{c\in C :\varGamma_c^-(v)\ne \emptyset \}$ be the
set of colours entering~$v$.
For each $v\in V$ which is not a source, 
let $\lambda_c(v), c\in C(v)$
be positive numbers such that
%$\{\lambda_c(v)\}_{c\in C(v)}$ be any set of positive numbers with 
$\sum_{c\in C(v)}\lambda_c(v)\le 1$.
For each $vw\in E$, define $\hat\alpha(vw)=\alpha(vw)/\lambda_{c(vw)}(w)$.
Extend this function to 
any directed path $P$ by defining $\hat\alpha(P)=\prod_{e\in P}\hat\alpha(e)$.

Now suppose that $Y,Z\subseteq V$ satisfy the following conditions:
\begin{itemize}
\item[1.] $Z\ne \emptyset$ and $Y\cap Z=\emptyset$;
\item[2.] If $v\in V$ is a sink of $\varGamma$, or if $\hat\alpha(vw)\ge 1$
   for some $vw\in E$, then $v\in Z$.
\end{itemize}
For any $W,W'\subseteq V$, define $\P(W,W')$ to be the set of 
non-trivial directed paths in $\varGamma$ which start in $W$, 
end in $W'$, and have no internal vertices in $Y\cup Z$.
Then every solution of~\eqref{ineq1}--\eqref{ineq4} satisfies
\begin{equation}\label{pathineq}
  \sum_{v\in Y} N(v) \le
  \frac{\max_{P\in\P(Y,Z)}\hat\alpha(P)}{1-\max_{P\in\P(Y,Y)}\hat\alpha(P)}
  \sum_{v\in Z} N(v),
\end{equation}
where the maximum over an empty set is taken to be~0.
",/home/shufan/que_tex/sissy_sub3a_arxiv.tex,theorem + \textit{},"
Let =(V,E) be a directed multigraph,
and let α:E→ℝ_+ be a positive weighting
of the edges of .  Fix a non-empty finite set C, whose elements we will
call colours, and let c:E→ C be an edge colouring of   (which need not be proper).
For all v∈ V and c∈ C denote by _c^-(v) the set of
edges of colour c entering v, and by _c^+(v) the
set of edges of colour c leaving v.

We introduce the set of variables {N(v) : v∈ V}∪{s(e) : e∈ E}
and consider the following system
of linear inequalities on these variables:

    N(v) ≥ 0,        (v∈ V) 
    
       s(e) ≥ 0,        (e∈ E) [0]  
    ∑_e∈_c^-(v) s(e) ≤ N(v),       (v∈ V,   c∈ C) 
    ∑_e∈_c^+(v)α(e)s(e) ≥ N(v),       (v∈ V,   c∈ C,  _c^+(v)∅).

Let C(v)={c∈ C :_c^-(v)∅} be the
set of colours entering v.
For each v∈ V which is not a source, 
let λ_c(v), c∈ C(v)
be positive numbers such that

∑_c∈ C(v)λ_c(v)≤ 1.
For each vw∈ E, define α̂(vw)=α(vw)/λ_c(vw)(w).
Extend this function to 
any directed path P by defining α̂(P)=∏_e∈ Pα̂(e).

Now suppose that Y,Z⊆ V satisfy the following conditions:


  1. Z∅ and Y∩ Z=∅;

  2. If v∈ V is a sink of , or if α̂(vw)≥ 1
   for some vw∈ E, then v∈ Z.

For any W,W'⊆ V, define (W,W') to be the set of 
non-trivial directed paths in  which start in W, 
end in W', and have no internal vertices in Y∪ Z.
Then every solution of (<ref>)–(<ref>) satisfies

    ∑_v∈ Y N(v) ≤max_P∈(Y,Z)α̂(P)/1-max_P∈(Y,Y)α̂(P)∑_v∈ Z N(v),

where the maximum over an empty set is taken to be 0.
",colours,"
Let =(V,E) be a directed multigraph,
and let α:E→ℝ_+ be a positive weighting
of the edges of .  Fix a non-empty finite set C, whose elements we will
call B_MATH_TERM, and let c:E→ C be an edge colouring of   (which need not be proper).
For all v∈ V and c∈ C denote by _c^-(v) the set of
edges of colour c entering v, and by _c^+(v) the
set of edges of colour c leaving v.

We introduce the set of variables {N(v) : v∈ V}∪{s(e) : e∈ E}
and consider the following system
of linear inequalities on these variables:

    N(v) ≥ 0,        (v∈ V) 
    
       s(e) ≥ 0,        (e∈ E) [0]  
    ∑_e∈_c^-(v) s(e) ≤ N(v),       (v∈ V,   c∈ C) 
    ∑_e∈_c^+(v)α(e)s(e) ≥ N(v),       (v∈ V,   c∈ C,  _c^+(v)∅).

Let C(v)={c∈ C :_c^-(v)∅} be the
set of colours entering v.
For each v∈ V which is not a source, 
let λ_c(v), c∈ C(v)
be positive numbers such that

∑_c∈ C(v)λ_c(v)≤ 1.
For each vw∈ E, define α̂(vw)=α(vw)/λ_c(vw)(w).
Extend this function to 
any directed path P by defining α̂(P)=∏_e∈ Pα̂(e).

Now suppose that Y,Z⊆ V satisfy the following conditions:


  1. Z∅ and Y∩ Z=∅;

  2. If v∈ V is a sink of , or if α̂(vw)≥ 1
   for some vw∈ E, then v∈ Z.

For any W,W'⊆ V, define (W,W') to be the set of 
non-trivial directed paths in  which start in W, 
end in W', and have no internal vertices in Y∪ Z.
Then every solution of (<ref>)–(<ref>) satisfies

    ∑_v∈ Y N(v) ≤max_P∈(Y,Z)α̂(P)/1-max_P∈(Y,Y)α̂(P)∑_v∈ Z N(v),

where the maximum over an empty set is taken to be 0.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
:\smallskip\ ;(i);(ii);gr.;gr.;rev,"
[Classification up to isomorphism]\label{CLASSIFTHM}Let $\Delta,$
$\Delta^{\prime}$ be two complete fans in $\mathbb{R}^{2}.$ Then the following
conditions are equivalent\emph{:\smallskip\ }\newline\emph{(i)} The compact
toric surfaces $X_{\Delta}$ and $X_{\Delta^{\prime}}$ are
isomorphic.\smallskip\ \newline\emph{(ii)} Either $\mathfrak{G}_{\Delta
^{\prime}}\overset{\text{\emph{gr.}}}{\cong}\mathfrak{G}_{\Delta}$ or
$\mathfrak{G}_{\Delta^{\prime}}\overset{\text{\emph{gr.}}}{\cong}%
\mathfrak{G}_{\Delta}^{\text{\emph{rev}}}.$
",/home/shufan/que_tex/Index_3.tex,theorem + \emph{},"
[Classification up to isomorphism]Let Δ,
Δ^' be two complete fans in ℝ^2. Then the following
conditions are equivalent: (i) The compact
toric surfaces X_Δ and X_Δ^' are
isomorphic. (ii) Either 𝔊_Δ
^'gr.≅𝔊_Δ or
𝔊_Δ^'gr.≅
𝔊_Δ^rev.
",: ;(i);(ii);gr.;gr.;rev,"
[Classification up to isomorphism]Let Δ,
Δ^' be two complete fans in ℝ^2. Then the following
conditions are equivalentB_MATH_TERM_MATH_TERM The compact
toric surfaces X_Δ and X_Δ^' are
isomorphic. _MATH_TERM Either 𝔊_Δ
^'B_MATH_TERM≅𝔊_Δ or
𝔊_Δ^'B_MATH_TERM≅
𝔊_Δ^B_MATH_TERM.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
border-sum; y-sum," Let $\boldsymbol{t}$ be a filled template.  We define the 
\emph{border-sum},  
${\mathcal
B}(\boldsymbol{t})$, of $\boldsymbol{t}$ to be the sum
\[z_{00}+\sum _{i=1}^{u}z_{i0}+\sum _{j=1}^{v}z_{0j}\]
and the\emph{ y-sum}, ${\mathcal Y}(\boldsymbol{t})$, to be \(\sum_{i, j}
y_{ij}\). The reading word of $\boldsymbol{t}$, $r(\boldsymbol{t})$,  is given
by {\small \[[z_{01},z_{02},\ldots ,z_{0v},y_{1v},\ldots
,y_{12},y_{11},z_{10},z_{11},z_{12},\ldots  ,z_{1v},\ldots ,z_{u0},z_{u1},z_{u2}
,
\ldots ,z_{uv}]\]} with zero entries omitted, unless $z_{00}=1$, in which case $
r(\boldsymbol{t})$
is given by
 {\small \[[1,z_{01},z_{02},\ldots ,z_{0v},y_{1v},\ldots
,y_{12},y_{11},z_{10},z_{11},z_{12},\ldots  ,z_{1v},\ldots ,z_{u0},z_{u1},z_{u2}
,
\ldots ,z_{uv}]\]}with zero entries
omitted.",/home/shufan/que_tex/0706.2910.tex,definition + \emph{}," Let t be a filled template.  We define the 
border-sum,  
ℬ(t), of t to be the sum

    z_00+∑ _i=1^uz_i0+∑ _j=1^vz_0j

and the y-sum, 𝒴(t), to be ∑_i, j
y_ij. The reading word of t, r(t),  is given
by 
    [z_01,z_02,… ,z_0v,y_1v,…
    ,y_12,y_11,z_10,z_11,z_12,…  ,z_1v,… ,z_u0,z_u1,z_u2
    ,
    … ,z_uv]
 with zero entries omitted, unless z_00=1, in which case r(t)
is given by
 
    [1,z_01,z_02,… ,z_0v,y_1v,…
    ,y_12,y_11,z_10,z_11,z_12,…  ,z_1v,… ,z_u0,z_u1,z_u2
    ,
    … ,z_uv]
with zero entries
omitted.",border-sum; y-sum," Let t be a filled template.  We define the 
B_MATH_TERM,  
ℬ(t), of t to be the sum

    z_00+∑ _i=1^uz_i0+∑ _j=1^vz_0j

and theB_MATH_TERM, 𝒴(t), to be ∑_i, j
y_ij. The reading word of t, r(t),  is given
by 
    [z_01,z_02,… ,z_0v,y_1v,…
    ,y_12,y_11,z_10,z_11,z_12,…  ,z_1v,… ,z_u0,z_u1,z_u2
    ,
    … ,z_uv]
 with zero entries omitted, unless z_00=1, in which case r(t)
is given by
 
    [1,z_01,z_02,… ,z_0v,y_1v,…
    ,y_12,y_11,z_10,z_11,z_12,…  ,z_1v,… ,z_u0,z_u1,z_u2
    ,
    … ,z_uv]
with zero entries
omitted.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
sub;abacus," A {\bf $\textit{sub}$}-{\bf $\textit{abacus}$} ${\mathcal S}'$ of an $s$-abacus ${\mathcal S}$ is a set of $s$-abacus positions $(i,j)$ that obey the property that if $(i,j)\in {\mathcal S}'$, then $(i,j)\in {\mathcal S}.$ 
",/home/shufan/que_tex/1610.01686.tex,definition + \textit{}," A sub-abacus 𝒮' of an s-abacus 𝒮 is a set of s-abacus positions (i,j) that obey the property that if (i,j)∈𝒮', then (i,j)∈𝒮. 
",sub;abacus," A B_MATH_TERM-B_MATH_TERM 𝒮' of an s-abacus 𝒮 is a set of s-abacus positions (i,j) that obey the property that if (i,j)∈𝒮', then (i,j)∈𝒮. 
",O O O O O O O O O O O O O O O O O O O O O O O
$l$-reflexive,"[$l$-reflexive polytope]\label{def_l-reflexive}
A lattice polytope $P\in\P^n$ is called \emph{$l$-reflexive}, for some $l\in\N$, if
\begin{enumerate}[i)]
 \item the origin is contained in the interior of $P$,
 \item the vertices of $P$ are primitive,
 \item $l_i=l$, for all $i=1,\ldots,m$.
\end{enumerate}
",/home/shufan/que_tex/paper_wills_conj.tex,definition + \emph{},"[l-reflexive polytope]
A lattice polytope P∈^n is called l-reflexive, for some l∈, if

 
  * the origin is contained in the interior of P,
 
  * the vertices of P are primitive,
 
  * l_i=l, for all i=1,…,m.

",l-reflexive,"[l-reflexive polytope]
A lattice polytope P∈^n is called B_MATH_TERM, for some l∈, if

 
  * the origin is contained in the interior of P,
 
  * the vertices of P are primitive,
 
  * l_i=l, for all i=1,…,m.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
basic anti-uniform function,"
Let $X$ be a finite set and let $S$ be a homogeneous collection of ordered 
subsets of $X$ of size $k$. Let $\mu = (\mu_1,\dots,\mu_m)$ and $\nu=(\nu_1,\dots,\nu_m)$ be 
two sequences of measures on $X$. A $(\mu,\nu)$-\emph{basic anti-uniform function}
is a function of the form $\circ_j(g_{i_1}, \dots, g_{i_{j-1}}, f_{i_{j+1}}, 
\dots, f_{i_k})$, where $1\leq j\leq k$, $i_1,\dots,i_k$ are distinct and 
$0\leq g_{i_h}\leq \nu_{i_h}$ and $0\leq f_{i_h}\leq\mu_{i_h}$ for 
every $h$ between $1$ and $k$. Let $\Phi_{\mu, \nu}$ be the set of all 
$(\mu,\nu)$-basic anti-uniform functions 
and define the norm $\|.\|_{\mu,\nu}$ by taking $\|h\|_{\mu,\nu}$ to be 
$\max\{|\sp{h,\phi}|:\phi\in\Phi_{\mu,\nu}\}$.
",/home/shufan/que_tex/1011.4310.tex,definition + \emph{},"
Let X be a finite set and let S be a homogeneous collection of ordered 
subsets of X of size k. Let μ = (μ_1,…,μ_m) and ν=(ν_1,…,ν_m) be 
two sequences of measures on X. A (μ,ν)-basic anti-uniform function
is a function of the form ∘_j(g_i_1, …, g_i_j-1, f_i_j+1, 
…, f_i_k), where 1≤ j≤ k, i_1,…,i_k are distinct and 
0≤ g_i_h≤ν_i_h and 0≤ f_i_h≤μ_i_h for 
every h between 1 and k. Let Φ_μ, ν be the set of all 
(μ,ν)-basic anti-uniform functions 
and define the norm ._μ,ν by taking h_μ,ν to be 
max{|h,ϕ|:ϕ∈Φ_μ,ν}.
",basic anti-uniform function,"
Let X be a finite set and let S be a homogeneous collection of ordered 
subsets of X of size k. Let μ = (μ_1,…,μ_m) and ν=(ν_1,…,ν_m) be 
two sequences of measures on X. A (μ,ν)-B_MATH_TERM I_MATH_TERM I_MATH_TERM
is a function of the form ∘_j(g_i_1, …, g_i_j-1, f_i_j+1, 
…, f_i_k), where 1≤ j≤ k, i_1,…,i_k are distinct and 
0≤ g_i_h≤ν_i_h and 0≤ f_i_h≤μ_i_h for 
every h between 1 and k. Let Φ_μ, ν be the set of all 
(μ,ν)-basic anti-uniform functions 
and define the norm ._μ,ν by taking h_μ,ν to be 
max{|h,ϕ|:ϕ∈Φ_μ,ν}.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cancellative;conical,"
%Editor
{\it 
1. A monoid $M$ is called \emph{cancellative}, if a relation $AXB = \! AYB$
 for $A,B,X,Y\!\in M$ implies $X = Y$.\par

2. For two elements $u, v$ in $M$, we denote
\[
u|_{l}v
\]
if there exists an element $x$ in $M$ such that $v = ux$. We say that $u$ divides $v$ from the left, or, $v$ is a right-multiple of $u$.\par

3. We say that $G^+$ is \emph{conical}, if $1$ is the only invertible element in $G^+$.}
",/home/shufan/que_tex/1302.5736.tex,definition + \emph{},"

1. A monoid M is called cancellative, if a relation AXB =  AYB
 for A,B,X,Y∈ M implies X = Y.

2. For two elements u, v in M, we denote

    u|_lv

if there exists an element x in M such that v = ux. We say that u divides v from the left, or, v is a right-multiple of u.

3. We say that G^+ is conical, if 1 is the only invertible element in G^+.
",cancellative;conical,"

1. A monoid M is called B_MATH_TERM, if a relation AXB =  AYB
 for A,B,X,Y∈ M implies X = Y.

2. For two elements u, v in M, we denote

    u|_lv

if there exists an element x in M such that v = ux. We say that u divides v from the left, or, v is a right-multiple of u.

3. We say that G^+ is B_MATH_TERM, if 1 is the only invertible element in G^+.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
equivalent,"
%Editor
{\it Let 
$G = \langle L \!\mid \!R\,\rangle$
be a positive homogeneously finitely presented group, where $L$ is the set of generators 
(called alphabet) and 
$R$ is the set of relations. 
Then we associate a monoid $G^+ = {\langle L \mid R\,\rangle}_{mo}$ defined as the quotient 
of the free monoid $L^*$ generated by $L$ by the equivalence relation defined as follows:  \par %\\ Editor
$\mathrm{i})$ two words $U$ and $V$ in $L^*$ are called \emph{elementarily 
equivalent} if either $U \equiv V$ or $V$ is obtained from $U$ by substituting 
a substring $R_i$ of $U$ by $S_i$ where $R_i\!=\!S_i$ is a relation of $R$ 
($S_i=R_i$ is also a relation if $R_i=S_i$ is a relation), \par %\\ Editor 
$\mathrm{ii})$ two words $U$ and $V$ in $L^*$ are called \emph{equivalent}, denoted by $U \deeq V$, if there exists a sequence $U\! \equiv \!W_0, W_1,\ldots, W_n\! \equiv \!V $ of words in $L^*$ for $n\!\in\!\Z_{\ge0}$
such that $W_i$ is elementarily equivalent to $W_{i-1}$ for $i=1,\ldots,n$.\par
Due to the homogeneity of the relations, we define a homomorphism:
$$\mathrm{deg}\ : \ G^+\ \longrightarrow\ \Z_{\ge0}$$
by assigning to each equivalence class of words the length of the words.}\par

",/home/shufan/que_tex/1302.5736.tex,definition + \emph{},"

Let 
G = ⟨ L |R ⟩
be a positive homogeneously finitely presented group, where L is the set of generators 
(called alphabet) and 
R is the set of relations. 
Then we associate a monoid G^+ = ⟨ L | R ⟩_mo defined as the quotient 
of the free monoid L^* generated by L by the equivalence relation defined as follows:  
i) two words U and V in L^* are called elementarily 
equivalent if either U ≡ V or V is obtained from U by substituting 
a substring R_i of U by S_i where R_i=S_i is a relation of R 
(S_i=R_i is also a relation if R_i=S_i is a relation), 
ii) two words U and V in L^* are called equivalent, denoted by U  V, if there exists a sequence U≡W_0, W_1,…, W_n≡V of words in L^* for n∈_≥0
such that W_i is elementarily equivalent to W_i-1 for i=1,…,n.Due to the homogeneity of the relations, we define a homomorphism:

    deg :  G^+ ⟶ _≥0

by assigning to each equivalence class of words the length of the words.

",equivalent,"

Let 
G = ⟨ L |R ⟩
be a positive homogeneously finitely presented group, where L is the set of generators 
(called alphabet) and 
R is the set of relations. 
Then we associate a monoid G^+ = ⟨ L | R ⟩_mo defined as the quotient 
of the free monoid L^* generated by L by the equivalence relation defined as follows:  
i) two words U and V in L^* are called elementarily 
equivalent if either U ≡ V or V is obtained from U by substituting 
a substring R_i of U by S_i where R_i=S_i is a relation of R 
(S_i=R_i is also a relation if R_i=S_i is a relation), 
ii) two words U and V in L^* are called B_MATH_TERM, denoted by U  V, if there exists a sequence U≡W_0, W_1,…, W_n≡V of words in L^* for n∈_≥0
such that W_i is elementarily equivalent to W_i-1 for i=1,…,n.Due to the homogeneity of the relations, we define a homomorphism:

    deg :  G^+ ⟶ _≥0

by assigning to each equivalence class of words the length of the words.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$3$-rich,"[Orchard problem]\label{mainthm-orchard}
Suppose that $P$ is a finite set of $n$ points in the plane. Suppose that $n \geq n_0$ for some sufficiently large absolute constant $n_0$. Then there are no more than $\lfloor n (n-3)/6\rfloor + 1$ lines that are \emph{$3$-rich}, that is they contain precisely $3$ points of $P$.  \textup{(}Here and in the sequel, $\lfloor x \rfloor$ denotes the integer part of $x$.\textup{)}
",/home/shufan/que_tex/orchard-new.tex,theorem + \emph{},"[Orchard problem]
Suppose that P is a finite set of n points in the plane. Suppose that n ≥ n_0 for some sufficiently large absolute constant n_0. Then there are no more than ⌊ n (n-3)/6⌋ + 1 lines that are 3-rich, that is they contain precisely 3 points of P.  Here and in the sequel, ⌊ x ⌋ denotes the integer part of x.
",3-rich,"[Orchard problem]
Suppose that P is a finite set of n points in the plane. Suppose that n ≥ n_0 for some sufficiently large absolute constant n_0. Then there are no more than ⌊ n (n-3)/6⌋ + 1 lines that are B_MATH_TERM, that is they contain precisely 3 points of P.  Here and in the sequel, ⌊ x ⌋ denotes the integer part of x.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Aut,"
Let $J$ be a graph and $S$ a set, then
\[ \tilde{s}(J,G;x) = \frac{
\displaystyle \sum_{\phi\in {\tt inj}(V(J),S)}  \,\, \prod_{e\in K_J}
\left(
1 \pm_{e\in E(J)}x_{\phi(e)}
\right)
}{2^{- |E(K_J)|}  \textrm{\emph{Aut}}(J)  } \]
",/home/shufan/que_tex/arxiv3.tex,definition + \emph{},"
Let J be a graph and S a set, then

    s̃(J,G;x) = ∑_ϕ∈ inj(V(J),S)  ∏_e∈ K_J(
    1 ±_e∈ E(J)x_ϕ(e))
    /2^- |E(K_J)|Aut(J)

",Aut,"
Let J be a graph and S a set, then

    s̃(J,G;x) = ∑_ϕ∈ inj(V(J),S)  ∏_e∈ K_J(
    1 ±_e∈ E(J)x_ϕ(e))
    /2^- |E(K_J)|B_MATH_TERM(J)

",O O O O O O O O O O O O O O O O O O O O O
$\tilde{k," Let $J$ be a graph, $L$ a subset of $V(J)$, and $S$ a set. The \emph{$\tilde{k}$--polynomial} in $R_S^\circ$ is defined as
\[  \tilde{k}(J,L,S;x,y) = \sum_{\phi \in {\tt inj}(V(J),S)}  \,\, \prod_{e\in E(J)} x_{\phi(e)} \prod_{u\in L}y_{\phi(u)}
\]
",/home/shufan/que_tex/arxiv3.tex,definition + \emph{}," Let J be a graph, L a subset of V(J), and S a set. The k̃–polynomial in R_S^∘ is defined as

    k̃(J,L,S;x,y) = ∑_ϕ∈ inj(V(J),S)  ∏_e∈ E(J) x_ϕ(e)∏_u∈ Ly_ϕ(u)

",k̃," Let J be a graph, L a subset of V(J), and S a set. The B_MATH_TERM–polynomial inR_S^∘is defined as

    k̃(J,L,S;x,y) = ∑_ϕ∈ inj(V(J),S)  ∏_e∈ E(J) x_ϕ(e)∏_u∈ Ly_ϕ(u)",O O O O O O O O O O O O O O O O O O O O O O O O O O O
$\tilde{r;Aut,"
For any graph $J$ and set $S$, the \emph{$\tilde{r}$--polynomial} in the ring $R_S^\circ$ is defined by
\[  
\tilde{r}(J,S;x,y)= \frac{ \displaystyle
\sum_{V\subseteq V(J)}
\sum_{E\subseteq E(K_J)}
(-1)^{| E\setminus E(J)|}
\tilde{k}(K_J[E],V,S;x,y)
}{2^{-|E(K_J)|-|V(J)|}  \textrm{\emph{Aut}}(J)}
\]
",/home/shufan/que_tex/arxiv3.tex,definition + \emph{},"
For any graph J and set S, the r̃–polynomial in the ring R_S^∘ is defined by

    r̃(J,S;x,y)= ∑_V⊆ V(J)∑_E⊆ E(K_J)
    (-1)^| E∖ E(J)|k̃(K_J[E],V,S;x,y)
    /2^-|E(K_J)|-|V(J)|Aut(J)

",r̃;̃Ãũt̃,"
For any graph J and set S, the B_MATH_TERM–polynomial in the ringR_S^∘is defined by

    r̃(J,S;x,y)= ∑_V⊆ V(J)∑_E⊆ E(K_J)
    (-1)^| E∖ E(J)|k̃(K_J[E],V,S;x,y)
    /2^-|E(K_J)|-|V(J)|B_MATH_TERM(J)",O O O O O O O O O O O O O O O O O O O O O O
$\tilde{q;Aut,"
For any graph $J$ and set $S$, the \emph{$\tilde{q}$--polynomial} in the\linebreak ring $R_S^\circ$ is defined by
\[  
\tilde{q}(J,S;x,y)= \frac{ \displaystyle
\sum_{V\subseteq V(J)}
\sum_{E\subseteq E(K_J)}
(-1)^{|V|+ |E\setminus E(J)|}
\tilde{k}(K_J[E],V,S;x,y)
}{2^{-|E(K_J)|-|V(J)|}     \textrm{\emph{Aut}}(J)}
\]
",/home/shufan/que_tex/arxiv3.tex,definition + \emph{},"
For any graph J and set S, the q̃–polynomial in thering R_S^∘ is defined by

    q̃(J,S;x,y)= ∑_V⊆ V(J)∑_E⊆ E(K_J)
    (-1)^|V|+ |E∖ E(J)|k̃(K_J[E],V,S;x,y)
    /2^-|E(K_J)|-|V(J)|Aut(J)

",q̃;̃Ãũt̃,"
For any graph J and set S, the B_MATH_TERM–polynomial in the ringR_S^∘is defined by

    q̃(J,S;x,y)= ∑_V⊆ V(J)∑_E⊆ E(K_J)
    (-1)^|V|+ |E∖ E(J)|k̃(K_J[E],V,S;x,y)
    /2^-|E(K_J)|-|V(J)|B_MATH_TERM(J)",O O O O O O O O O O O O O O O O O O O O O O
